Date,Campaign,Region,Spend,Impressions,ActionKey
2025-11-12,Mess FB_051125,Bến Tre Province,102,5,
2025-11-12,Mess FB_051125,Cà Mau Province,39,2,
2025-11-12,Mess FB_051125,Cần Thơ,1573,14,
2025-11-12,Mess FB_051125,Da Nang,1705,33,
2025-11-12,Mess FB_051125,Gia Lai Province,159,7,
2025-11-12,Mess FB_051125,Haiphong,1456,16,
2025-11-12,Mess FB_051125,Hanoi,34243,283,
2025-11-12,Mess FB_051125,Ho Chi Minh City,106658,614,
2025-11-12,Mess FB_051125,Hà Giang Province,483,4,
2025-11-12,Mess FB_051125,Hà Nam Province,6515,9,
2025-11-12,Mess FB_051125,Hà Tĩnh Province,1255,6,
2025-11-12,Mess FB_051125,Hưng Yên Province,26,2,
2025-11-12,Mess FB_051125,Hải Dương Province,241,6,
2025-11-12,Mess FB_051125,Khánh Hòa Province,1054,22,
2025-11-12,Mess FB_051125,Kiên Giang Province,1437,18,
2025-11-12,Mess FB_051125,Lai Châu Province,9,1,
2025-11-12,Mess FB_051125,Long An Province,1084,15,
2025-11-12,Mess FB_051125,Lào Cai Province,53,1,
2025-11-12,Mess FB_051125,Lâm Đồng Province,707,8,
2025-11-12,Mess FB_051125,Lạng Sơn Province,134,2,
2025-11-12,Mess FB_051125,Nam Định Province,2758,8,
2025-11-12,Mess FB_051125,Nghệ An Province,665,9,
2025-11-12,Mess FB_051125,Ninh Bình Province,89,3,
2025-11-12,Mess FB_051125,Ninh Thuận Province,215,6,
2025-11-12,Mess FB_051125,Phú Thọ Province,199,2,
2025-11-12,Mess FB_051125,Phú Yên Province,138,6,
2025-11-12,Mess FB_051125,Quảng Bình Province,63,5,
2025-11-12,Mess FB_051125,Quảng Nam Province,410,13,
2025-11-12,Mess FB_051125,Quảng Ngãi Province,419,6,
2025-11-12,Mess FB_051125,Quảng Ninh Province,868,17,
2025-11-12,Mess FB_051125,Quảng Trị Province,67,2,
2025-11-12,Mess FB_051125,Sóc Trăng Province,340,8,
2025-11-12,Mess FB_051125,Sơn La Province,222,4,
2025-11-12,Mess FB_051125,Thanh Hóa Province,1022,13,
2025-11-12,Mess FB_051125,Thái Bình Province,390,6,
2025-11-12,Mess FB_051125,Thái Nguyên Province,148,5,
2025-11-12,Mess FB_051125,Thừa Thiên–Huế Province,3527,15,
2025-11-12,Mess FB_051125,Tiền Giang Province,905,14,
2025-11-12,Mess FB_051125,Trà Vinh Province,261,3,
2025-11-12,Mess FB_051125,Tuyên Quang Province,257,6,
2025-11-12,Mess FB_051125,Tây Ninh Province,282,6,
2025-11-12,Mess FB_051125,Vĩnh Long Province,1187,6,
2025-11-12,Mess FB_051125,Vĩnh Phúc Province,1186,11,
2025-11-12,Mess FB_051125,Điện Biên Province,48,1,
2025-11-12,Mess FB_051125,Đắk Lắk Province,711,10,
2025-11-12,Mess FB_051125,Đắk Nông Province,72,2,
2025-11-12,Mess FB_051125,Đồng Nai Province,1659,36,
2025-11-12,Mess FB_051125,Đồng Tháp Province,482,12,
2025-11-12,Mess IG_051125,An Giang Province,1701,9,
2025-11-12,Mess IG_051125,Bà Rịa–Vũng Tàu Province,383,9,
2025-11-12,Mess IG_051125,Bình Dương Province,992,11,
2025-11-12,Mess IG_051125,Bình Phước Province,269,3,
2025-11-12,Mess IG_051125,Bình Định Province,9,1,
2025-11-12,Mess IG_051125,Bắc Giang Province,15,1,
2025-11-12,Mess IG_051125,Bắc Ninh Province,86,3,
2025-11-12,Mess IG_051125,Cà Mau Province,32,1,
2025-11-12,Mess IG_051125,Cần Thơ,366,8,
2025-11-12,Mess IG_051125,Da Nang,2436,18,
2025-11-12,Mess IG_051125,Gia Lai Province,26,2,
2025-11-12,Mess IG_051125,Haiphong,1145,11,
2025-11-12,Mess IG_051125,Hanoi,13467,168,
2025-11-12,Mess IG_051125,Ho Chi Minh City,47717,425,
2025-11-12,Mess IG_051125,Hà Giang Province,8,1,
2025-11-12,Mess IG_051125,Hà Nam Province,42,2,
2025-11-12,Mess IG_051125,Hà Tĩnh Province,885,4,
2025-11-12,Mess IG_051125,Hưng Yên Province,114,3,
2025-11-12,Mess IG_051125,Hải Dương Province,48,1,
2025-11-12,Mess IG_051125,Khánh Hòa Province,382,15,
2025-11-12,Mess IG_051125,Kiên Giang Province,535,7,
2025-11-12,Mess IG_051125,Long An Province,232,4,
2025-11-12,Mess IG_051125,Lâm Đồng Province,263,6,
2025-11-12,Mess IG_051125,Nam Định Province,243,8,
2025-11-12,Mess IG_051125,Ninh Bình Province,1519,4,
2025-11-12,Mess IG_051125,Quảng Bình Province,114,2,
2025-11-12,Mess IG_051125,Quảng Nam Province,372,4,
2025-11-12,Mess IG_051125,Quảng Ngãi Province,54,1,
2025-11-12,Mess IG_051125,Quảng Ninh Province,95,3,
2025-11-12,Mess IG_051125,Sóc Trăng Province,47,2,
2025-11-12,Mess IG_051125,Sơn La Province,23,1,
2025-11-12,Mess IG_051125,Thanh Hóa Province,62,1,
2025-11-12,Mess IG_051125,Thái Bình Province,16,1,
2025-11-12,Mess IG_051125,Thái Nguyên Province,126,5,
2025-11-12,Mess IG_051125,Thừa Thiên–Huế Province,297,5,
2025-11-12,Mess IG_051125,Tiền Giang Province,13,2,
2025-11-12,Mess IG_051125,Trà Vinh Province,98,2,
2025-11-12,Mess IG_051125,Tuyên Quang Province,20,1,
2025-11-12,Mess IG_051125,Tây Ninh Province,160,3,
2025-11-12,Mess IG_051125,Unknown,28,1,
2025-11-12,Mess IG_051125,Vĩnh Long Province,378,3,
2025-11-12,Mess IG_051125,Vĩnh Phúc Province,464,3,
2025-11-12,Mess IG_051125,Đắk Lắk Province,50,2,
2025-11-12,Mess IG_051125,Đắk Nông Province,17,1,
2025-11-12,Mess IG_051125,Đồng Nai Province,528,13,
2025-11-12,Mess IG_051125,Đồng Tháp Province,41,2,
2025-11-12,Visit IG_041125,An Giang Province,721,17,
2025-11-12,Visit IG_041125,Bà Rịa–Vũng Tàu Province,2450,25,
2025-11-12,Visit IG_041125,Bình Dương Province,2980,49,
2025-11-12,Visit IG_041125,Bình Phước Province,995,12,
2025-11-12,Visit IG_041125,Bình Thuận Province,453,10,
2025-11-12,Visit IG_041125,Bình Định Province,142,6,
2025-11-12,Visit IG_041125,Bạc Liêu Province,1274,5,
2025-11-12,Visit IG_041125,Bắc Giang Province,246,7,
2025-11-12,Visit IG_041125,Bắc Kạn Province,16,1,
2025-11-12,Visit IG_041125,Bắc Ninh Province,884,9,
2025-11-12,Visit IG_041125,Bến Tre Province,583,12,
2025-11-12,Visit IG_041125,Cao Bằng Province,34,1,
2025-11-12,Visit IG_041125,Cà Mau Province,90,3,
2025-11-12,Visit IG_041125,Cần Thơ,1121,29,
2025-11-12,Visit IG_041125,Da Nang,4362,81,
2025-11-12,Visit IG_041125,Gia Lai Province,98,2,
2025-11-12,Visit IG_041125,Haiphong,1700,29,
2025-11-12,Visit IG_041125,Hanoi,38154,618,
2025-11-12,Visit IG_041125,Ho Chi Minh City,90320,1393,
2025-11-12,Visit IG_041125,Hà Nam Province,29,2,
2025-11-12,Visit IG_041125,Hà Tĩnh Province,256,4,
2025-11-12,Visit IG_041125,Hòa Bình Province,59,1,
2025-11-12,Visit IG_041125,Hưng Yên Province,206,7,
2025-11-12,Visit IG_041125,Hải Dương Province,495,8,
2025-11-12,Visit IG_041125,Hậu Giang Province,128,3,
2025-11-12,Visit IG_041125,Khánh Hòa Province,1528,35,
2025-11-12,Visit IG_041125,Kiên Giang Province,652,19,
2025-11-12,Visit IG_041125,Long An Province,709,15,
2025-11-12,Visit IG_041125,Lào Cai Province,39,1,
2025-11-12,Visit IG_041125,Lâm Đồng Province,1497,26,
2025-11-12,Visit IG_041125,Lạng Sơn Province,78,4,
2025-11-12,Visit IG_041125,Nam Định Province,76,4,
2025-11-12,Visit IG_041125,Nghệ An Province,123,5,
2025-11-12,Visit IG_041125,Ninh Bình Province,78,3,
2025-11-12,Visit IG_041125,Ninh Thuận Province,77,2,
2025-11-12,Visit IG_041125,Phú Thọ Province,283,7,
2025-11-12,Visit IG_041125,Phú Yên Province,251,5,
2025-11-12,Visit IG_041125,Quảng Bình Province,252,5,
2025-11-12,Visit IG_041125,Quảng Nam Province,382,8,
2025-11-12,Visit IG_041125,Quảng Ngãi Province,15,3,
2025-11-12,Visit IG_041125,Quảng Ninh Province,769,13,
2025-11-12,Visit IG_041125,Quảng Trị Province,34,1,
2025-11-12,Visit IG_041125,Sóc Trăng Province,112,4,
2025-11-12,Visit IG_041125,Thanh Hóa Province,145,4,
2025-11-12,Visit IG_041125,Thái Bình Province,84,2,
2025-11-12,Visit IG_041125,Thái Nguyên Province,163,6,
2025-11-12,Visit IG_041125,Thừa Thiên–Huế Province,1933,15,
2025-11-12,Visit IG_041125,Tiền Giang Province,1072,18,
2025-11-12,Visit IG_041125,Trà Vinh Province,174,4,
2025-11-12,Visit IG_041125,Tuyên Quang Province,26,1,
2025-11-12,Visit IG_041125,Tây Ninh Province,1053,15,
2025-11-12,Visit IG_041125,Vĩnh Long Province,398,9,
2025-11-12,Visit IG_041125,Vĩnh Phúc Province,294,7,
2025-11-12,Visit IG_041125,Điện Biên Province,271,2,
2025-11-12,Visit IG_041125,Đắk Lắk Province,848,17,
2025-11-12,Visit IG_041125,Đồng Nai Province,2708,55,
2025-11-12,Visit IG_041125,Đồng Tháp Province,598,11,
2025-11-13,Impression FB_041125,An Giang Province,2855,465,
2025-11-13,Impression FB_041125,Bà Rịa–Vũng Tàu Province,1964,321,
2025-11-13,Impression FB_041125,Bình Dương Province,1907,314,
2025-11-13,Impression FB_041125,Bình Phước Province,1636,264,
2025-11-13,Impression FB_041125,Bình Thuận Province,2637,430,
2025-11-13,Impression FB_041125,Bình Định Province,1839,301,
2025-11-13,Impression FB_041125,Bạc Liêu Province,1654,269,
2025-11-13,Impression FB_041125,Bắc Giang Province,1969,322,
2025-11-13,Impression FB_041125,Bắc Kạn Province,546,89,
2025-11-13,Impression FB_041125,Bắc Ninh Province,1188,197,
2025-11-13,Impression FB_041125,Bến Tre Province,1920,313,
2025-11-13,Impression FB_041125,Cao Bằng Province,753,124,
2025-11-13,Impression FB_041125,Cà Mau Province,2193,360,
2025-11-13,Impression FB_041125,Cần Thơ,1708,282,
2025-11-13,Impression FB_041125,Da Nang,1093,175,
2025-11-13,Impression FB_041125,Gia Lai Province,2237,364,
2025-11-13,Impression FB_041125,Haiphong,1333,218,
2025-11-13,Impression FB_041125,Hanoi,2397,399,
2025-11-13,Impression FB_041125,Ho Chi Minh City,3224,524,
2025-11-13,Impression FB_041125,Hà Giang Province,584,94,
2025-11-13,Impression FB_041125,Hà Nam Province,1118,183,
2025-11-13,Impression FB_041125,Hà Tĩnh Province,1560,254,
2025-11-13,Impression FB_041125,Hòa Bình Province,1244,202,
2025-11-13,Impression FB_041125,Hưng Yên Province,1178,193,
2025-11-13,Impression FB_041125,Hải Dương Province,1937,317,
2025-11-13,Impression FB_041125,Hậu Giang Province,893,146,
2025-11-13,Impression FB_041125,Khánh Hòa Province,1874,304,
2025-11-13,Impression FB_041125,Kiên Giang Province,3268,533,
2025-11-13,Impression FB_041125,Kon Tum Province,896,147,
2025-11-13,Impression FB_041125,Lai Châu Province,335,55,
2025-11-13,Impression FB_041125,Long An Province,1967,321,
2025-11-13,Impression FB_041125,Lào Cai Province,934,152,
2025-11-13,Impression FB_041125,Lâm Đồng Province,2338,382,
2025-11-13,Impression FB_041125,Lạng Sơn Province,1105,181,
2025-11-13,Impression FB_041125,Nam Định Province,2433,397,
2025-11-13,Impression FB_041125,Nghệ An Province,2774,457,
2025-11-13,Impression FB_041125,Ninh Bình Province,1329,219,
2025-11-13,Impression FB_041125,Ninh Thuận Province,1099,179,
2025-11-13,Impression FB_041125,Phú Thọ Province,1400,229,
2025-11-13,Impression FB_041125,Phú Yên Province,1630,264,
2025-11-13,Impression FB_041125,Quảng Bình Province,1158,188,
2025-11-13,Impression FB_041125,Quảng Nam Province,1787,292,
2025-11-13,Impression FB_041125,Quảng Ngãi Province,1850,300,
2025-11-13,Impression FB_041125,Quảng Ninh Province,1480,241,
2025-11-13,Impression FB_041125,Quảng Trị Province,1159,190,
2025-11-13,Impression FB_041125,Sóc Trăng Province,2152,352,
2025-11-13,Impression FB_041125,Sơn La Province,1249,206,
2025-11-13,Impression FB_041125,Thanh Hóa Province,2993,488,
2025-11-13,Impression FB_041125,Thái Bình Province,1874,304,
2025-11-13,Impression FB_041125,Thái Nguyên Province,1395,229,
2025-11-13,Impression FB_041125,Thừa Thiên–Huế Province,2084,338,
2025-11-13,Impression FB_041125,Tiền Giang Province,2283,372,
2025-11-13,Impression FB_041125,Trà Vinh Province,1990,321,
2025-11-13,Impression FB_041125,Tuyên Quang Province,1024,162,
2025-11-13,Impression FB_041125,Tây Ninh Province,1954,313,
2025-11-13,Impression FB_041125,Unknown,61,10,
2025-11-13,Impression FB_041125,Vĩnh Long Province,1584,258,
2025-11-13,Impression FB_041125,Vĩnh Phúc Province,1212,198,
2025-11-13,Impression FB_041125,Yên Bái Province,982,164,
2025-11-13,Impression FB_041125,Điện Biên Province,722,120,
2025-11-13,Impression FB_041125,Đắk Lắk Province,3237,524,
2025-11-13,Impression FB_041125,Đắk Nông Province,907,149,
2025-11-13,Impression FB_041125,Đồng Nai Province,3578,587,
2025-11-13,Impression FB_041125,Đồng Tháp Province,2809,461,
2025-11-13,Mess FB_051125,An Giang Province,1732,14,
2025-11-13,Mess FB_051125,Bà Rịa–Vũng Tàu Province,2218,19,
2025-11-13,Mess FB_051125,Bình Dương Province,2461,25,
2025-11-13,Mess FB_051125,Bình Phước Province,207,5,
2025-11-13,Mess FB_051125,Bình Thuận Province,744,13,
2025-11-13,Mess FB_051125,Bình Định Province,1332,10,
2025-11-13,Mess FB_051125,Bạc Liêu Province,281,10,
2025-11-13,Mess FB_051125,Bắc Giang Province,217,6,
2025-11-13,Mess FB_051125,Bắc Ninh Province,487,11,
2025-11-13,Mess FB_051125,Bến Tre Province,70,2,
2025-11-13,Mess FB_051125,Cao Bằng Province,8,1,
2025-11-13,Mess FB_051125,Cà Mau Province,220,6,
2025-11-13,Mess FB_051125,Cần Thơ,2513,13,
2025-11-13,Mess FB_051125,Da Nang,2322,40,
2025-11-13,Mess FB_051125,Gia Lai Province,278,12,
2025-11-13,Mess FB_051125,Haiphong,1612,26,
2025-11-13,Mess FB_051125,Hanoi,40267,305,
2025-11-13,Mess FB_051125,Ho Chi Minh City,73747,682,
2025-11-13,Mess FB_051125,Hà Giang Province,65,3,
2025-11-13,Mess FB_051125,Hà Nam Province,5181,9,
2025-11-13,Mess FB_051125,Hà Tĩnh Province,225,4,
2025-11-13,Mess FB_051125,Hòa Bình Province,136,2,
2025-11-13,Mess FB_051125,Hưng Yên Province,286,8,
2025-11-13,Mess FB_051125,Hải Dương Province,51,2,
2025-11-13,Mess FB_051125,Hậu Giang Province,87,1,
2025-11-13,Mess FB_051125,Khánh Hòa Province,378,11,
2025-11-13,Mess FB_051125,Kiên Giang Province,810,7,
2025-11-13,Mess FB_051125,Kon Tum Province,5741,2,
2025-11-13,Mess FB_051125,Long An Province,665,10,
2025-11-13,Mess FB_051125,Lào Cai Province,127,1,
2025-11-13,Mess FB_051125,Lâm Đồng Province,392,10,
2025-11-13,Mess FB_051125,Nam Định Province,668,6,
2025-11-13,Mess FB_051125,Nghệ An Province,238,3,
2025-11-13,Mess FB_051125,Ninh Bình Province,647,4,
2025-11-13,Mess FB_051125,Ninh Thuận Province,139,3,
2025-11-13,Mess FB_051125,Phú Thọ Province,379,8,
2025-11-13,Mess FB_051125,Phú Yên Province,99,2,
2025-11-13,Mess FB_051125,Quảng Nam Province,1821,11,
2025-11-13,Mess FB_051125,Quảng Ngãi Province,474,8,
2025-11-13,Mess FB_051125,Quảng Ninh Province,708,15,
2025-11-13,Mess FB_051125,Quảng Trị Province,144,3,
2025-11-13,Mess FB_051125,Sóc Trăng Province,720,10,
2025-11-13,Mess FB_051125,Sơn La Province,195,7,
2025-11-13,Mess FB_051125,Thanh Hóa Province,520,6,
2025-11-13,Mess FB_051125,Thái Nguyên Province,480,6,
2025-11-13,Mess FB_051125,Thừa Thiên–Huế Province,869,20,
2025-11-13,Mess FB_051125,Tiền Giang Province,3072,20,
2025-11-13,Mess FB_051125,Trà Vinh Province,895,6,
2025-11-13,Mess FB_051125,Tây Ninh Province,40,2,
2025-11-13,Mess FB_051125,Vĩnh Long Province,433,7,
2025-11-13,Mess FB_051125,Vĩnh Phúc Province,686,11,
2025-11-13,Mess FB_051125,Yên Bái Province,23,1,
2025-11-13,Mess FB_051125,Điện Biên Province,34,1,
2025-11-13,Mess FB_051125,Đắk Lắk Province,962,13,
2025-11-13,Mess FB_051125,Đắk Nông Province,235,6,
2025-11-13,Mess FB_051125,Đồng Nai Province,3220,45,
2025-11-13,Mess FB_051125,Đồng Tháp Province,1227,8,
2025-11-13,Mess IG_051125,An Giang Province,200,4,
2025-11-13,Mess IG_051125,Bà Rịa–Vũng Tàu Province,2420,28,
2025-11-13,Mess IG_051125,Bình Dương Province,1438,20,
2025-11-13,Mess IG_051125,Bình Phước Province,793,10,
2025-11-13,Mess IG_051125,Bình Thuận Province,566,7,
2025-11-13,Mess IG_051125,Bình Định Province,132,3,
2025-11-13,Mess IG_051125,Bạc Liêu Province,139,3,
2025-11-13,Mess IG_051125,Bắc Giang Province,36,2,
2025-11-13,Mess IG_051125,Bắc Ninh Province,283,5,
2025-11-13,Mess IG_051125,Bến Tre Province,128,6,
2025-11-13,Mess IG_051125,Cần Thơ,715,15,
2025-11-13,Mess IG_051125,Da Nang,3444,53,
2025-11-13,Mess IG_051125,Gia Lai Province,531,8,
2025-11-13,Mess IG_051125,Haiphong,3562,36,
2025-11-13,Mess IG_051125,Hanoi,39394,473,
2025-11-13,Mess IG_051125,Ho Chi Minh City,82846,886,
2025-11-13,Mess IG_051125,Hà Nam Province,31,2,
2025-11-13,Mess IG_051125,Hà Tĩnh Province,1189,5,
2025-11-13,Mess IG_051125,Hòa Bình Province,262,3,
2025-11-13,Mess IG_051125,Hưng Yên Province,245,7,
2025-11-13,Mess IG_051125,Hải Dương Province,302,8,
2025-11-13,Mess IG_051125,Khánh Hòa Province,1192,20,
2025-11-13,Mess IG_051125,Kiên Giang Province,1165,14,
2025-11-13,Mess IG_051125,Kon Tum Province,721,2,
2025-11-13,Mess IG_051125,Long An Province,262,4,
2025-11-13,Mess IG_051125,Lào Cai Province,62,1,
2025-11-13,Mess IG_051125,Lâm Đồng Province,695,15,
2025-11-13,Mess IG_051125,Lạng Sơn Province,146,3,
2025-11-13,Mess IG_051125,Nam Định Province,511,8,
2025-11-13,Mess IG_051125,Nghệ An Province,240,4,
2025-11-13,Mess IG_051125,Ninh Bình Province,164,5,
2025-11-13,Mess IG_051125,Phú Thọ Province,61,1,
2025-11-13,Mess IG_051125,Phú Yên Province,49,1,
2025-11-13,Mess IG_051125,Quảng Bình Province,127,3,
2025-11-13,Mess IG_051125,Quảng Nam Province,2815,11,
2025-11-13,Mess IG_051125,Quảng Ngãi Province,57,2,
2025-11-13,Mess IG_051125,Quảng Ninh Province,294,7,
2025-11-13,Mess IG_051125,Quảng Trị Province,287,4,
2025-11-13,Mess IG_051125,Sóc Trăng Province,491,8,
2025-11-13,Mess IG_051125,Sơn La Province,41,1,
2025-11-13,Mess IG_051125,Thanh Hóa Province,455,8,
2025-11-13,Mess IG_051125,Thái Bình Province,517,3,
2025-11-13,Mess IG_051125,Thái Nguyên Province,440,3,
2025-11-13,Mess IG_051125,Thừa Thiên–Huế Province,540,9,
2025-11-13,Mess IG_051125,Tiền Giang Province,149,7,
2025-11-13,Mess IG_051125,Trà Vinh Province,44,1,
2025-11-13,Mess IG_051125,Tuyên Quang Province,407,2,
2025-11-13,Mess IG_051125,Tây Ninh Province,650,11,
2025-11-13,Mess IG_051125,Unknown,42,1,
2025-11-13,Mess IG_051125,Vĩnh Long Province,213,5,
2025-11-13,Mess IG_051125,Vĩnh Phúc Province,128,5,
2025-11-13,Mess IG_051125,Yên Bái Province,584,4,
2025-11-13,Mess IG_051125,Đắk Lắk Province,529,10,
2025-11-13,Mess IG_051125,Đồng Nai Province,2890,27,
2025-11-13,Mess IG_051125,Đồng Tháp Province,194,2,
2025-11-13,Visit IG_041125,An Giang Province,606,10,
2025-11-13,Visit IG_041125,Bà Rịa–Vũng Tàu Province,1027,25,
2025-11-13,Visit IG_041125,Bình Dương Province,4594,57,
2025-11-13,Visit IG_041125,Bình Phước Province,210,7,
2025-11-13,Visit IG_041125,Bình Thuận Province,233,5,
2025-11-13,Visit IG_041125,Bình Định Province,189,8,
2025-11-13,Visit IG_041125,Bạc Liêu Province,55,4,
2025-11-13,Visit IG_041125,Bắc Giang Province,565,7,
2025-11-13,Visit IG_041125,Bắc Kạn Province,176,3,
2025-11-13,Visit IG_041125,Bắc Ninh Province,229,6,
2025-11-13,Visit IG_041125,Bến Tre Province,356,5,
2025-11-13,Visit IG_041125,Cà Mau Province,60,2,
2025-11-13,Visit IG_041125,Cần Thơ,1266,28,
2025-11-13,Visit IG_041125,Da Nang,3654,65,
2025-11-13,Visit IG_041125,Gia Lai Province,419,6,
2025-11-13,Visit IG_041125,Haiphong,931,20,
2025-11-13,Visit IG_041125,Hanoi,38795,646,
2025-11-13,Visit IG_041125,Ho Chi Minh City,79126,1240,
2025-11-13,Visit IG_041125,Hà Nam Province,248,4,
2025-11-13,Visit IG_041125,Hà Tĩnh Province,191,4,
2025-11-13,Visit IG_041125,Hòa Bình Province,45,1,
2025-11-13,Visit IG_041125,Hưng Yên Province,653,9,
2025-11-13,Visit IG_041125,Hải Dương Province,413,6,
2025-11-13,Visit IG_041125,Hậu Giang Province,169,4,
2025-11-13,Visit IG_041125,Khánh Hòa Province,2623,47,
2025-11-13,Visit IG_041125,Kiên Giang Province,285,8,
2025-11-13,Visit IG_041125,Lai Châu Province,147,2,
2025-11-13,Visit IG_041125,Long An Province,1540,21,
2025-11-13,Visit IG_041125,Lào Cai Province,87,2,
2025-11-13,Visit IG_041125,Lâm Đồng Province,1164,30,
2025-11-13,Visit IG_041125,Lạng Sơn Province,166,3,
2025-11-13,Visit IG_041125,Nam Định Province,207,5,
2025-11-13,Visit IG_041125,Nghệ An Province,18,2,
2025-11-13,Visit IG_041125,Ninh Bình Province,35,1,
2025-11-13,Visit IG_041125,Ninh Thuận Province,395,6,
2025-11-13,Visit IG_041125,Phú Thọ Province,214,5,
2025-11-13,Visit IG_041125,Phú Yên Province,47,2,
2025-11-13,Visit IG_041125,Quảng Bình Province,153,4,
2025-11-13,Visit IG_041125,Quảng Nam Province,555,13,
2025-11-13,Visit IG_041125,Quảng Ngãi Province,205,5,
2025-11-13,Visit IG_041125,Quảng Ninh Province,327,8,
2025-11-13,Visit IG_041125,Quảng Trị Province,92,3,
2025-11-13,Visit IG_041125,Sóc Trăng Province,57,3,
2025-11-13,Visit IG_041125,Sơn La Province,61,2,
2025-11-13,Visit IG_041125,Thanh Hóa Province,215,6,
2025-11-13,Visit IG_041125,Thái Bình Province,70,1,
2025-11-13,Visit IG_041125,Thái Nguyên Province,194,7,
2025-11-13,Visit IG_041125,Thừa Thiên–Huế Province,897,10,
2025-11-13,Visit IG_041125,Tiền Giang Province,383,12,
2025-11-13,Visit IG_041125,Trà Vinh Province,273,6,
2025-11-13,Visit IG_041125,Tuyên Quang Province,315,4,
2025-11-13,Visit IG_041125,Tây Ninh Province,546,11,
2025-11-13,Visit IG_041125,Vĩnh Long Province,330,6,
2025-11-13,Visit IG_041125,Vĩnh Phúc Province,216,5,
2025-11-13,Visit IG_041125,Yên Bái Province,100,3,
2025-11-13,Visit IG_041125,Đắk Lắk Province,260,7,
2025-11-13,Visit IG_041125,Đắk Nông Province,20,1,
2025-11-13,Visit IG_041125,Đồng Nai Province,4289,56,
2025-11-13,Visit IG_041125,Đồng Tháp Province,318,6,
2025-11-14,Impression FB_041125,An Giang Province,3187,505,
2025-11-14,Impression FB_041125,Bà Rịa–Vũng Tàu Province,2097,335,
2025-11-14,Impression FB_041125,Bình Dương Province,2036,322,
2025-11-14,Impression FB_041125,Bình Phước Province,1541,247,
2025-11-14,Impression FB_041125,Bình Thuận Province,2659,421,
2025-11-14,Impression FB_041125,Bình Định Province,1957,310,
2025-11-14,Impression FB_041125,Bạc Liêu Province,1406,223,
2025-11-14,Impression FB_041125,Bắc Giang Province,1844,291,
2025-11-14,Impression FB_041125,Bắc Kạn Province,593,95,
2025-11-14,Impression FB_041125,Bắc Ninh Province,1232,198,
2025-11-14,Impression FB_041125,Bến Tre Province,1893,300,
2025-11-14,Impression FB_041125,Cao Bằng Province,596,95,
2025-11-14,Impression FB_041125,Cà Mau Province,2095,330,
2025-11-14,Impression FB_041125,Cần Thơ,1723,274,
2025-11-14,Impression FB_041125,Da Nang,1112,178,
2025-11-14,Impression FB_041125,Gia Lai Province,1922,308,
2025-11-14,Impression FB_041125,Haiphong,1376,220,
2025-11-14,Impression FB_041125,Hanoi,3181,453,
2025-11-14,Impression FB_041125,Ho Chi Minh City,3702,592,
2025-11-14,Impression FB_041125,Hà Giang Province,629,102,
2025-11-14,Impression FB_041125,Hà Nam Province,1074,171,
2025-11-14,Impression FB_041125,Hà Tĩnh Province,1323,212,
2025-11-14,Impression FB_041125,Hòa Bình Province,1048,166,
2025-11-14,Impression FB_041125,Hưng Yên Province,1092,174,
2025-11-14,Impression FB_041125,Hải Dương Province,1905,305,
2025-11-14,Impression FB_041125,Hậu Giang Province,1157,180,
2025-11-14,Impression FB_041125,Khánh Hòa Province,2101,333,
2025-11-14,Impression FB_041125,Kiên Giang Province,2757,431,
2025-11-14,Impression FB_041125,Kon Tum Province,836,133,
2025-11-14,Impression FB_041125,Lai Châu Province,217,35,
2025-11-14,Impression FB_041125,Long An Province,2124,339,
2025-11-14,Impression FB_041125,Lào Cai Province,827,131,
2025-11-14,Impression FB_041125,Lâm Đồng Province,2164,345,
2025-11-14,Impression FB_041125,Lạng Sơn Province,989,158,
2025-11-14,Impression FB_041125,Nam Định Province,1949,313,
2025-11-14,Impression FB_041125,Nghệ An Province,2610,416,
2025-11-14,Impression FB_041125,Ninh Bình Province,1231,196,
2025-11-14,Impression FB_041125,Ninh Thuận Province,1214,192,
2025-11-14,Impression FB_041125,Phú Thọ Province,1704,272,
2025-11-14,Impression FB_041125,Phú Yên Province,1570,250,
2025-11-14,Impression FB_041125,Quảng Bình Province,1214,191,
2025-11-14,Impression FB_041125,Quảng Nam Province,1712,269,
2025-11-14,Impression FB_041125,Quảng Ngãi Province,1896,299,
2025-11-14,Impression FB_041125,Quảng Ninh Province,1435,228,
2025-11-14,Impression FB_041125,Quảng Trị Province,1274,201,
2025-11-14,Impression FB_041125,Sóc Trăng Province,2215,349,
2025-11-14,Impression FB_041125,Sơn La Province,1393,223,
2025-11-14,Impression FB_041125,Thanh Hóa Province,3021,481,
2025-11-14,Impression FB_041125,Thái Bình Province,1911,302,
2025-11-14,Impression FB_041125,Thái Nguyên Province,1394,219,
2025-11-14,Impression FB_041125,Thừa Thiên–Huế Province,2233,352,
2025-11-14,Impression FB_041125,Tiền Giang Province,2366,376,
2025-11-14,Impression FB_041125,Trà Vinh Province,1813,286,
2025-11-14,Impression FB_041125,Tuyên Quang Province,1095,174,
2025-11-14,Impression FB_041125,Tây Ninh Province,1762,278,
2025-11-14,Impression FB_041125,Unknown,73,12,
2025-11-14,Impression FB_041125,Vĩnh Long Province,1442,230,
2025-11-14,Impression FB_041125,Vĩnh Phúc Province,1368,218,
2025-11-14,Impression FB_041125,Yên Bái Province,1147,184,
2025-11-14,Impression FB_041125,Điện Biên Province,679,107,
