Date,Campaign,Region,Spend,Impressions,ActionKey
2025-12-14,Impression FB_041125,Ho Chi Minh City,153069,23266,
2025-12-14,Mess FB_051125,Ho Chi Minh City,486508,6581,
2025-12-14,Visit IG_041125,Ho Chi Minh City,320779,9505,
2025-10-14,Impression FB,Bình Dương Province,15201,2728,
2025-10-14,Impression FB,Hanoi,16038,2873,
2025-10-14,Impression FB,Ho Chi Minh City,22121,3942,
2025-10-14,Impression FB,Kiên Giang Province,17766,3224,
2025-10-14,Impression FB,Long An Province,13200,2373,
2025-10-14,Impression FB,Đồng Nai Province,18750,3364,
2025-10-14,Visit IG,An Giang Province,621,30,
2025-10-14,Visit IG,Bà Rịa–Vũng Tàu Province,941,37,
2025-10-14,Visit IG,Bình Dương Province,1852,67,
2025-10-14,Visit IG,Bình Phước Province,320,15,
2025-10-14,Visit IG,Bình Thuận Province,339,21,
2025-10-14,Visit IG,Bình Định Province,462,25,
2025-10-14,Visit IG,Bạc Liêu Province,172,9,
2025-10-14,Visit IG,Bắc Giang Province,467,13,
2025-10-14,Visit IG,Bắc Kạn Province,8,1,
2025-10-14,Visit IG,Bắc Ninh Province,649,30,
2025-10-14,Visit IG,Bến Tre Province,1427,12,
2025-10-14,Visit IG,Cao Bằng Province,11,3,
2025-10-14,Visit IG,Cà Mau Province,139,11,
2025-10-14,Visit IG,Cần Thơ,870,64,
2025-10-14,Visit IG,Da Nang,4199,146,
2025-10-14,Visit IG,Gia Lai Province,238,14,
2025-10-14,Visit IG,Haiphong,1325,63,
2025-10-14,Visit IG,Hanoi,35141,951,
2025-10-14,Visit IG,Ho Chi Minh City,83050,2015,
2025-10-14,Visit IG,Hà Giang Province,63,3,
2025-10-14,Visit IG,Hà Nam Province,367,9,
2025-10-14,Visit IG,Hà Tĩnh Province,573,16,
2025-10-14,Visit IG,Hòa Bình Province,218,13,
2025-10-14,Visit IG,Hưng Yên Province,344,10,
2025-10-14,Visit IG,Hải Dương Province,521,21,
2025-10-14,Visit IG,Hậu Giang Province,103,6,
2025-10-14,Visit IG,Khánh Hòa Province,2190,61,
2025-10-14,Visit IG,Kiên Giang Province,778,31,
2025-10-14,Visit IG,Kon Tum Province,115,3,
2025-10-14,Visit IG,Lai Châu Province,13,1,
2025-10-14,Visit IG,Long An Province,945,24,
2025-10-14,Visit IG,Lào Cai Province,250,12,
2025-10-14,Visit IG,Lâm Đồng Province,597,34,
2025-10-14,Visit IG,Lạng Sơn Province,129,12,
2025-10-14,Visit IG,Nam Định Province,367,16,
2025-10-14,Visit IG,Nghệ An Province,578,31,
2025-10-14,Visit IG,Ninh Bình Province,55,6,
2025-10-14,Visit IG,Ninh Thuận Province,196,9,
2025-10-14,Visit IG,Phú Thọ Province,1137,14,
2025-10-14,Visit IG,Phú Yên Province,122,9,
2025-10-14,Visit IG,Quảng Bình Province,267,12,
2025-10-14,Visit IG,Quảng Nam Province,760,25,
2025-10-14,Visit IG,Quảng Ngãi Province,113,9,
2025-10-14,Visit IG,Quảng Ninh Province,817,35,
2025-10-14,Visit IG,Quảng Trị Province,354,11,
2025-10-14,Visit IG,Sóc Trăng Province,695,13,
2025-10-14,Visit IG,Sơn La Province,144,11,
2025-10-14,Visit IG,Thanh Hóa Province,1170,25,
2025-10-14,Visit IG,Thái Bình Province,357,14,
2025-10-14,Visit IG,Thái Nguyên Province,277,24,
2025-10-14,Visit IG,Thừa Thiên–Huế Province,926,45,
2025-10-14,Visit IG,Tiền Giang Province,1052,24,
2025-10-14,Visit IG,Trà Vinh Province,186,9,
2025-10-14,Visit IG,Tuyên Quang Province,115,7,
2025-10-14,Visit IG,Tây Ninh Province,351,16,
2025-10-14,Visit IG,Unknown,9,1,
2025-10-14,Visit IG,Vĩnh Long Province,395,18,
2025-10-14,Visit IG,Vĩnh Phúc Province,366,16,
2025-10-14,Visit IG,Yên Bái Province,66,5,
2025-10-14,Visit IG,Điện Biên Province,7,1,
2025-10-14,Visit IG,Đắk Lắk Province,521,26,
2025-10-14,Visit IG,Đắk Nông Province,97,4,
2025-10-14,Visit IG,Đồng Nai Province,3152,68,
2025-10-14,Visit IG,Đồng Tháp Province,213,14,
2025-10-15,Impression FB,Bình Dương Province,17885,4162,
2025-10-15,Impression FB,Hanoi,38394,9788,
2025-10-15,Impression FB,Ho Chi Minh City,52340,12737,
2025-10-15,Impression FB,Kiên Giang Province,16854,3809,
2025-10-15,Impression FB,Long An Province,12634,2845,
2025-10-15,Impression FB,Đồng Nai Province,19851,4489,
2025-10-15,Mess FB,An Giang Province,515,7,
2025-10-15,Mess FB,Bà Rịa–Vũng Tàu Province,17424,44,
2025-10-15,Mess FB,Bình Dương Province,5905,41,
2025-10-15,Mess FB,Bình Phước Province,158,3,
2025-10-15,Mess FB,Bình Thuận Province,1053,10,
2025-10-15,Mess FB,Bình Định Province,315,3,
2025-10-15,Mess FB,Bạc Liêu Province,40,1,
2025-10-15,Mess FB,Bắc Giang Province,7,1,
2025-10-15,Mess FB,Bắc Ninh Province,8636,5,
2025-10-15,Mess FB,Bến Tre Province,598,3,
2025-10-15,Mess FB,Cà Mau Province,540,6,
2025-10-15,Mess FB,Cần Thơ,5672,12,
2025-10-15,Mess FB,Da Nang,7320,48,
2025-10-15,Mess FB,Gia Lai Province,203,1,
2025-10-15,Mess FB,Haiphong,2498,16,
2025-10-15,Mess FB,Hanoi,27924,129,
2025-10-15,Mess FB,Ho Chi Minh City,124541,780,
2025-10-15,Mess FB,Hà Nam Province,591,5,
2025-10-15,Mess FB,Hà Tĩnh Province,170,2,
2025-10-15,Mess FB,Hòa Bình Province,1396,8,
2025-10-15,Mess FB,Hưng Yên Province,294,3,
2025-10-15,Mess FB,Hải Dương Province,308,3,
2025-10-15,Mess FB,Khánh Hòa Province,1353,10,
2025-10-15,Mess FB,Kiên Giang Province,2718,15,
2025-10-15,Mess FB,Kon Tum Province,176,3,
2025-10-15,Mess FB,Long An Province,2325,13,
2025-10-15,Mess FB,Lào Cai Province,65,2,
2025-10-15,Mess FB,Lâm Đồng Province,3680,8,
2025-10-15,Mess FB,Lạng Sơn Province,320,2,
2025-10-15,Mess FB,Nam Định Province,1451,4,
2025-10-15,Mess FB,Nghệ An Province,1276,6,
2025-10-15,Mess FB,Phú Thọ Province,1298,6,
2025-10-15,Mess FB,Phú Yên Province,1602,22,
2025-10-15,Mess FB,Quảng Bình Province,227,6,
2025-10-15,Mess FB,Quảng Nam Province,418,5,
2025-10-15,Mess FB,Quảng Ngãi Province,1638,7,
2025-10-15,Mess FB,Quảng Ninh Province,963,4,
2025-10-15,Mess FB,Sóc Trăng Province,1011,6,
2025-10-15,Mess FB,Sơn La Province,1353,3,
2025-10-15,Mess FB,Thanh Hóa Province,1421,14,
2025-10-15,Mess FB,Thái Bình Province,1010,3,
2025-10-15,Mess FB,Thái Nguyên Province,199,1,
2025-10-15,Mess FB,Thừa Thiên–Huế Province,1668,8,
2025-10-15,Mess FB,Tiền Giang Province,1467,9,
2025-10-15,Mess FB,Trà Vinh Province,32,3,
2025-10-15,Mess FB,Tuyên Quang Province,150,2,
2025-10-15,Mess FB,Tây Ninh Province,854,7,
2025-10-15,Mess FB,Vĩnh Long Province,732,8,
2025-10-15,Mess FB,Vĩnh Phúc Province,210,1,
2025-10-15,Mess FB,Yên Bái Province,82,2,
2025-10-15,Mess FB,Điện Biên Province,119,1,
2025-10-15,Mess FB,Đắk Lắk Province,786,5,
2025-10-15,Mess FB,Đồng Nai Province,3397,37,
2025-10-15,Mess FB,Đồng Tháp Province,821,6,
2025-10-15,Mess IG,An Giang Province,704,7,
2025-10-15,Mess IG,Bà Rịa–Vũng Tàu Province,1279,24,
2025-10-15,Mess IG,Bình Dương Province,1322,30,
2025-10-15,Mess IG,Bình Phước Province,64,3,
2025-10-15,Mess IG,Bình Thuận Province,172,4,
2025-10-15,Mess IG,Bình Định Province,598,6,
2025-10-15,Mess IG,Bạc Liêu Province,250,2,
2025-10-15,Mess IG,Bắc Giang Province,72,3,
2025-10-15,Mess IG,Bắc Kạn Province,90,1,
2025-10-15,Mess IG,Bắc Ninh Province,506,5,
2025-10-15,Mess IG,Bến Tre Province,30,2,
2025-10-15,Mess IG,Cao Bằng Province,23,1,
2025-10-15,Mess IG,Cần Thơ,994,10,
2025-10-15,Mess IG,Da Nang,1621,37,
2025-10-15,Mess IG,Gia Lai Province,25,1,
2025-10-15,Mess IG,Haiphong,3584,39,
2025-10-15,Mess IG,Hanoi,37604,365,
2025-10-15,Mess IG,Ho Chi Minh City,98056,986,
2025-10-15,Mess IG,Hà Giang Province,19,1,
2025-10-15,Mess IG,Hà Nam Province,41,1,
2025-10-15,Mess IG,Hà Tĩnh Province,53,2,
2025-10-15,Mess IG,Hòa Bình Province,48,2,
2025-10-15,Mess IG,Hưng Yên Province,645,8,
2025-10-15,Mess IG,Hải Dương Province,88,2,
2025-10-15,Mess IG,Khánh Hòa Province,1445,11,
2025-10-15,Mess IG,Kiên Giang Province,409,11,
2025-10-15,Mess IG,Kon Tum Province,39,1,
2025-10-15,Mess IG,Long An Province,100,4,
2025-10-15,Mess IG,Lâm Đồng Province,388,11,
2025-10-15,Mess IG,Lạng Sơn Province,24,1,
2025-10-15,Mess IG,Nam Định Province,386,5,
2025-10-15,Mess IG,Nghệ An Province,106,5,
2025-10-15,Mess IG,Ninh Bình Province,14,1,
2025-10-15,Mess IG,Ninh Thuận Province,25,2,
2025-10-15,Mess IG,Phú Thọ Province,14,1,
2025-10-15,Mess IG,Phú Yên Province,45,1,
2025-10-15,Mess IG,Quảng Bình Province,189,6,
2025-10-15,Mess IG,Quảng Nam Province,268,7,
2025-10-15,Mess IG,Quảng Ngãi Province,17,1,
2025-10-15,Mess IG,Quảng Ninh Province,564,6,
2025-10-15,Mess IG,Quảng Trị Province,113,3,
2025-10-15,Mess IG,Sóc Trăng Province,21,1,
2025-10-15,Mess IG,Sơn La Province,37,1,
2025-10-15,Mess IG,Thanh Hóa Province,198,6,
2025-10-15,Mess IG,Thái Bình Province,1184,6,
2025-10-15,Mess IG,Thái Nguyên Province,33,2,
2025-10-15,Mess IG,Thừa Thiên–Huế Province,126,5,
2025-10-15,Mess IG,Trà Vinh Province,30,2,
2025-10-15,Mess IG,Tuyên Quang Province,95,3,
2025-10-15,Mess IG,Tây Ninh Province,181,3,
2025-10-15,Mess IG,Vĩnh Long Province,331,1,
2025-10-15,Mess IG,Vĩnh Phúc Province,233,3,
2025-10-15,Mess IG,Đắk Lắk Province,297,6,
2025-10-15,Mess IG,Đắk Nông Province,48,1,
2025-10-15,Mess IG,Đồng Nai Province,1644,30,
2025-10-15,Mess IG,Đồng Tháp Province,180,5,
2025-10-15,Visit IG,An Giang Province,893,48,
2025-10-15,Visit IG,Bà Rịa–Vũng Tàu Province,717,40,
2025-10-15,Visit IG,Bình Dương Province,991,52,
2025-10-15,Visit IG,Bình Phước Province,359,14,
2025-10-15,Visit IG,Bình Thuận Province,474,30,
2025-10-15,Visit IG,Bình Định Province,384,32,
2025-10-15,Visit IG,Bạc Liêu Province,411,9,
2025-10-15,Visit IG,Bắc Giang Province,162,10,
2025-10-15,Visit IG,Bắc Kạn Province,24,1,
2025-10-15,Visit IG,Bắc Ninh Province,793,42,
2025-10-15,Visit IG,Bến Tre Province,181,13,
2025-10-15,Visit IG,Cao Bằng Province,251,8,
2025-10-15,Visit IG,Cà Mau Province,154,12,
2025-10-15,Visit IG,Cần Thơ,936,43,
2025-10-15,Visit IG,Da Nang,2899,153,
2025-10-15,Visit IG,Gia Lai Province,174,14,
2025-10-15,Visit IG,Haiphong,2042,73,
2025-10-15,Visit IG,Hanoi,18454,725,
2025-10-15,Visit IG,Ho Chi Minh City,52320,1585,
2025-10-15,Visit IG,Hà Giang Province,45,4,
2025-10-15,Visit IG,Hà Nam Province,116,9,
2025-10-15,Visit IG,Hà Tĩnh Province,251,16,
2025-10-15,Visit IG,Hòa Bình Province,174,9,
2025-10-15,Visit IG,Hưng Yên Province,384,21,
2025-10-15,Visit IG,Hải Dương Province,1380,26,
2025-10-15,Visit IG,Hậu Giang Province,99,8,
2025-10-15,Visit IG,Khánh Hòa Province,1492,86,
2025-10-15,Visit IG,Kiên Giang Province,654,37,
2025-10-15,Visit IG,Kon Tum Province,199,8,
2025-10-15,Visit IG,Long An Province,494,23,
2025-10-15,Visit IG,Lào Cai Province,292,12,
2025-10-15,Visit IG,Lâm Đồng Province,1439,37,
2025-10-15,Visit IG,Lạng Sơn Province,226,11,
2025-10-15,Visit IG,Nam Định Province,369,8,
2025-10-15,Visit IG,Nghệ An Province,309,17,
2025-10-15,Visit IG,Ninh Bình Province,196,11,
2025-10-15,Visit IG,Ninh Thuận Province,850,15,
2025-10-15,Visit IG,Phú Thọ Province,224,16,
2025-10-15,Visit IG,Phú Yên Province,164,6,
2025-10-15,Visit IG,Quảng Bình Province,344,24,
2025-10-15,Visit IG,Quảng Nam Province,614,38,
2025-10-15,Visit IG,Quảng Ngãi Province,141,12,
2025-10-15,Visit IG,Quảng Ninh Province,550,31,
2025-10-15,Visit IG,Quảng Trị Province,137,9,
2025-10-15,Visit IG,Sóc Trăng Province,150,11,
2025-10-15,Visit IG,Sơn La Province,116,7,
2025-10-15,Visit IG,Thanh Hóa Province,358,21,
2025-10-15,Visit IG,Thái Bình Province,309,21,
2025-10-15,Visit IG,Thái Nguyên Province,1987,30,
2025-10-15,Visit IG,Thừa Thiên–Huế Province,901,50,
2025-10-15,Visit IG,Tiền Giang Province,452,24,
2025-10-15,Visit IG,Trà Vinh Province,489,7,
2025-10-15,Visit IG,Tuyên Quang Province,864,7,
2025-10-15,Visit IG,Tây Ninh Province,251,17,
2025-10-15,Visit IG,Vĩnh Long Province,131,13,
2025-10-15,Visit IG,Vĩnh Phúc Province,247,13,
2025-10-15,Visit IG,Yên Bái Province,79,7,
2025-10-15,Visit IG,Điện Biên Province,111,5,
2025-10-15,Visit IG,Đắk Lắk Province,266,21,
2025-10-15,Visit IG,Đắk Nông Province,239,11,
2025-10-15,Visit IG,Đồng Nai Province,2056,69,
2025-10-15,Visit IG,Đồng Tháp Province,251,19,
2025-10-16,Impression FB,Bình Dương Province,11665,2210,
2025-10-16,Impression FB,Hanoi,17581,3301,
2025-10-16,Impression FB,Ho Chi Minh City,20393,3914,
2025-10-16,Impression FB,Kiên Giang Province,13285,2498,
2025-10-16,Impression FB,Long An Province,9533,1780,
2025-10-16,Impression FB,Đồng Nai Province,12787,2419,
2025-10-16,Mess FB,An Giang Province,501,12,
2025-10-16,Mess FB,Bà Rịa–Vũng Tàu Province,6374,26,
2025-10-16,Mess FB,Bình Dương Province,7101,45,
2025-10-16,Mess FB,Bình Phước Province,451,8,
2025-10-16,Mess FB,Bình Thuận Province,581,11,
2025-10-16,Mess FB,Bình Định Province,2475,7,
2025-10-16,Mess FB,Bạc Liêu Province,598,2,
2025-10-16,Mess FB,Bắc Giang Province,1310,2,
2025-10-16,Mess FB,Bắc Ninh Province,41,2,
2025-10-16,Mess FB,Bến Tre Province,75,4,
2025-10-16,Mess FB,Cà Mau Province,4229,10,
2025-10-16,Mess FB,Cần Thơ,3781,9,
2025-10-16,Mess FB,Da Nang,4513,23,
2025-10-16,Mess FB,Gia Lai Province,18,2,
2025-10-16,Mess FB,Haiphong,3582,18,
2025-10-16,Mess FB,Hanoi,22611,126,
2025-10-16,Mess FB,Ho Chi Minh City,96094,624,
2025-10-16,Mess FB,Hà Giang Province,344,1,
2025-10-16,Mess FB,Hà Nam Province,43,6,
2025-10-16,Mess FB,Hà Tĩnh Province,359,5,
2025-10-16,Mess FB,Hòa Bình Province,492,5,
2025-10-16,Mess FB,Hưng Yên Province,1344,10,
2025-10-16,Mess FB,Hải Dương Province,2198,15,
2025-10-16,Mess FB,Hậu Giang Province,16,1,
2025-10-16,Mess FB,Khánh Hòa Province,479,15,
2025-10-16,Mess FB,Kiên Giang Province,1755,17,
2025-10-16,Mess FB,Kon Tum Province,36,1,
2025-10-16,Mess FB,Long An Province,2081,14,
2025-10-16,Mess FB,Lào Cai Province,3155,4,
2025-10-16,Mess FB,Lâm Đồng Province,194,4,
2025-10-16,Mess FB,Lạng Sơn Province,5,1,
2025-10-16,Mess FB,Nam Định Province,277,1,
2025-10-16,Mess FB,Nghệ An Province,4711,13,
2025-10-16,Mess FB,Ninh Bình Province,272,3,
2025-10-16,Mess FB,Ninh Thuận Province,7,2,
2025-10-16,Mess FB,Phú Thọ Province,989,2,
2025-10-16,Mess FB,Phú Yên Province,1453,15,
2025-10-16,Mess FB,Quảng Bình Province,291,3,
2025-10-16,Mess FB,Quảng Nam Province,407,4,
2025-10-16,Mess FB,Quảng Ngãi Province,349,3,
2025-10-16,Mess FB,Quảng Ninh Province,3830,8,
2025-10-16,Mess FB,Sóc Trăng Province,916,16,
2025-10-16,Mess FB,Sơn La Province,14,3,
2025-10-16,Mess FB,Thanh Hóa Province,591,11,
2025-10-16,Mess FB,Thái Bình Province,1203,6,
2025-10-16,Mess FB,Thừa Thiên–Huế Province,344,10,
2025-10-16,Mess FB,Tiền Giang Province,1476,9,
2025-10-16,Mess FB,Trà Vinh Province,81,3,
2025-10-16,Mess FB,Tây Ninh Province,170,2,
2025-10-16,Mess FB,Vĩnh Long Province,63,2,
2025-10-16,Mess FB,Vĩnh Phúc Province,85,4,
2025-10-16,Mess FB,Yên Bái Province,1864,5,
2025-10-16,Mess FB,Điện Biên Province,377,4,
2025-10-16,Mess FB,Đắk Lắk Province,1246,11,
2025-10-16,Mess FB,Đắk Nông Province,14,1,
2025-10-16,Mess FB,Đồng Nai Province,12241,36,
2025-10-16,Mess FB,Đồng Tháp Province,510,11,
2025-10-16,Mess IG,An Giang Province,62,2,
2025-10-16,Mess IG,Bà Rịa–Vũng Tàu Province,231,8,
2025-10-16,Mess IG,Bình Dương Province,1385,17,
2025-10-16,Mess IG,Bình Phước Province,27,1,
2025-10-16,Mess IG,Bình Thuận Province,696,8,
2025-10-16,Mess IG,Bình Định Province,118,4,
2025-10-16,Mess IG,Bạc Liêu Province,63,2,
2025-10-16,Mess IG,Bắc Giang Province,49,1,
2025-10-16,Mess IG,Bắc Ninh Province,33,3,
2025-10-16,Mess IG,Bến Tre Province,9,1,
2025-10-16,Mess IG,Cao Bằng Province,28,2,
2025-10-16,Mess IG,Cà Mau Province,12,1,
2025-10-16,Mess IG,Cần Thơ,220,6,
2025-10-16,Mess IG,Da Nang,996,23,
2025-10-16,Mess IG,Haiphong,2026,17,
2025-10-16,Mess IG,Hanoi,23820,258,
2025-10-16,Mess IG,Ho Chi Minh City,97169,868,
2025-10-16,Mess IG,Hà Nam Province,15,1,
2025-10-16,Mess IG,Hà Tĩnh Province,151,2,
2025-10-16,Mess IG,Hưng Yên Province,432,3,
2025-10-16,Mess IG,Hải Dương Province,410,3,
2025-10-16,Mess IG,Khánh Hòa Province,1078,13,
2025-10-16,Mess IG,Kiên Giang Province,323,11,
2025-10-16,Mess IG,Long An Province,17,1,
2025-10-16,Mess IG,Lào Cai Province,244,1,
2025-10-16,Mess IG,Lâm Đồng Province,236,5,
2025-10-16,Mess IG,Lạng Sơn Province,26,1,
2025-10-16,Mess IG,Nam Định Province,70,3,
2025-10-16,Mess IG,Nghệ An Province,175,2,
2025-10-16,Mess IG,Phú Thọ Province,291,5,
2025-10-16,Mess IG,Phú Yên Province,106,1,
2025-10-16,Mess IG,Quảng Bình Province,105,3,
2025-10-16,Mess IG,Quảng Nam Province,685,11,
2025-10-16,Mess IG,Quảng Ninh Province,518,5,
2025-10-16,Mess IG,Sóc Trăng Province,169,2,
2025-10-16,Mess IG,Thanh Hóa Province,163,6,
2025-10-16,Mess IG,Thái Bình Province,112,4,
2025-10-16,Mess IG,Thái Nguyên Province,368,5,
2025-10-16,Mess IG,Thừa Thiên–Huế Province,85,4,
2025-10-16,Mess IG,Tiền Giang Province,178,4,
2025-10-16,Mess IG,Tây Ninh Province,56,3,
2025-10-16,Mess IG,Vĩnh Long Province,554,6,
2025-10-16,Mess IG,Vĩnh Phúc Province,425,2,
2025-10-16,Mess IG,Yên Bái Province,129,2,
2025-10-16,Mess IG,Đắk Lắk Province,163,4,
2025-10-16,Mess IG,Đắk Nông Province,25,2,
2025-10-16,Mess IG,Đồng Nai Province,593,13,
2025-10-16,Visit IG,An Giang Province,390,27,
2025-10-16,Visit IG,Bà Rịa–Vũng Tàu Province,297,20,
2025-10-16,Visit IG,Bình Dương Province,771,28,
2025-10-16,Visit IG,Bình Phước Province,243,11,
2025-10-16,Visit IG,Bình Thuận Province,493,16,
2025-10-16,Visit IG,Bình Định Province,214,18,
2025-10-16,Visit IG,Bạc Liêu Province,251,7,
2025-10-16,Visit IG,Bắc Giang Province,194,13,
2025-10-16,Visit IG,Bắc Kạn Province,32,3,
2025-10-16,Visit IG,Bắc Ninh Province,236,16,
2025-10-16,Visit IG,Bến Tre Province,381,7,
2025-10-16,Visit IG,Cao Bằng Province,36,4,
2025-10-16,Visit IG,Cà Mau Province,29,3,
2025-10-16,Visit IG,Cần Thơ,722,35,
2025-10-16,Visit IG,Da Nang,2251,91,
2025-10-16,Visit IG,Gia Lai Province,151,12,
2025-10-16,Visit IG,Haiphong,734,52,
2025-10-16,Visit IG,Hanoi,18970,565,
2025-10-16,Visit IG,Ho Chi Minh City,48854,1309,
2025-10-16,Visit IG,Hà Giang Province,77,6,
2025-10-16,Visit IG,Hà Nam Province,87,8,
2025-10-16,Visit IG,Hà Tĩnh Province,61,7,
2025-10-16,Visit IG,Hòa Bình Province,117,7,
2025-10-16,Visit IG,Hưng Yên Province,176,9,
2025-10-16,Visit IG,Hải Dương Province,575,19,
2025-10-16,Visit IG,Hậu Giang Province,53,4,
2025-10-16,Visit IG,Khánh Hòa Province,766,45,
2025-10-16,Visit IG,Kiên Giang Province,261,20,
2025-10-16,Visit IG,Kon Tum Province,18,2,
2025-10-16,Visit IG,Long An Province,192,16,
2025-10-16,Visit IG,Lào Cai Province,152,9,
2025-10-16,Visit IG,Lâm Đồng Province,479,33,
2025-10-16,Visit IG,Lạng Sơn Province,121,7,
2025-10-16,Visit IG,Nam Định Province,189,12,
2025-10-16,Visit IG,Nghệ An Province,271,19,
2025-10-16,Visit IG,Ninh Bình Province,96,9,
2025-10-16,Visit IG,Ninh Thuận Province,104,7,
2025-10-16,Visit IG,Phú Thọ Province,141,9,
2025-10-16,Visit IG,Phú Yên Province,130,6,
2025-10-16,Visit IG,Quảng Bình Province,100,7,
2025-10-16,Visit IG,Quảng Nam Province,337,22,
2025-10-16,Visit IG,Quảng Ngãi Province,192,9,
2025-10-16,Visit IG,Quảng Ninh Province,541,25,
2025-10-16,Visit IG,Quảng Trị Province,88,5,
2025-10-16,Visit IG,Sóc Trăng Province,133,10,
2025-10-16,Visit IG,Sơn La Province,97,6,
2025-10-16,Visit IG,Thanh Hóa Province,243,17,
2025-10-16,Visit IG,Thái Bình Province,248,10,
2025-10-16,Visit IG,Thái Nguyên Province,157,13,
2025-10-16,Visit IG,Thừa Thiên–Huế Province,1036,37,
2025-10-16,Visit IG,Tiền Giang Province,506,16,
2025-10-16,Visit IG,Trà Vinh Province,251,7,
2025-10-16,Visit IG,Tuyên Quang Province,63,4,
2025-10-16,Visit IG,Tây Ninh Province,137,13,
2025-10-16,Visit IG,Unknown,57,2,
2025-10-16,Visit IG,Vĩnh Long Province,159,11,
2025-10-16,Visit IG,Vĩnh Phúc Province,251,16,
2025-10-16,Visit IG,Yên Bái Province,79,7,
2025-10-16,Visit IG,Điện Biên Province,48,3,
2025-10-16,Visit IG,Đắk Lắk Province,633,30,
2025-10-16,Visit IG,Đắk Nông Province,164,9,
2025-10-16,Visit IG,Đồng Nai Province,1038,42,
2025-10-16,Visit IG,Đồng Tháp Province,1086,15,
2025-10-17,Impression FB,Bình Dương Province,19977,3653,
2025-10-17,Impression FB,Hanoi,31527,5821,
2025-10-17,Impression FB,Ho Chi Minh City,31625,5870,
2025-10-17,Impression FB,Kiên Giang Province,23906,4400,
2025-10-17,Impression FB,Long An Province,16746,3079,
2025-10-17,Impression FB,Unknown,6,1,
2025-10-17,Impression FB,Đồng Nai Province,22143,4086,
2025-10-17,Mess FB,An Giang Province,927,17,
2025-10-17,Mess FB,Bà Rịa–Vũng Tàu Province,589,14,
2025-10-17,Mess FB,Bình Dương Province,4334,32,
2025-10-17,Mess FB,Bình Phước Province,1938,7,
2025-10-17,Mess FB,Bình Thuận Province,1842,21,
2025-10-17,Mess FB,Bình Định Province,738,6,
2025-10-17,Mess FB,Bạc Liêu Province,880,9,
2025-10-17,Mess FB,Bắc Giang Province,497,8,
2025-10-17,Mess FB,Bắc Ninh Province,877,12,
2025-10-17,Mess FB,Bến Tre Province,1071,11,
2025-10-17,Mess FB,Cà Mau Province,1396,12,
2025-10-17,Mess FB,Cần Thơ,7513,26,
2025-10-17,Mess FB,Da Nang,8855,41,
2025-10-17,Mess FB,Gia Lai Province,264,3,
2025-10-17,Mess FB,Haiphong,1159,16,
2025-10-17,Mess FB,Hanoi,53938,242,
2025-10-17,Mess FB,Ho Chi Minh City,85933,637,
2025-10-17,Mess FB,Hà Giang Province,2006,2,
2025-10-17,Mess FB,Hà Nam Province,1680,5,
2025-10-17,Mess FB,Hà Tĩnh Province,345,12,
2025-10-17,Mess FB,Hòa Bình Province,730,3,
2025-10-17,Mess FB,Hưng Yên Province,666,5,
2025-10-17,Mess FB,Hải Dương Province,4239,13,
2025-10-17,Mess FB,Hậu Giang Province,2181,3,
2025-10-17,Mess FB,Khánh Hòa Province,2455,24,
2025-10-17,Mess FB,Kiên Giang Province,3116,31,
2025-10-17,Mess FB,Kon Tum Province,149,6,
2025-10-17,Mess FB,Long An Province,1339,13,
2025-10-17,Mess FB,Lào Cai Province,13,2,
2025-10-17,Mess FB,Lâm Đồng Province,1446,9,
2025-10-17,Mess FB,Lạng Sơn Province,141,6,
2025-10-17,Mess FB,Nam Định Province,3959,2,
2025-10-17,Mess FB,Nghệ An Province,1575,16,
2025-10-17,Mess FB,Ninh Thuận Province,37,2,
2025-10-17,Mess FB,Phú Thọ Province,1704,8,
2025-10-17,Mess FB,Phú Yên Province,1939,30,
2025-10-17,Mess FB,Quảng Bình Province,63,3,
2025-10-17,Mess FB,Quảng Nam Province,687,7,
2025-10-17,Mess FB,Quảng Ngãi Province,1383,7,
2025-10-17,Mess FB,Quảng Ninh Province,1629,14,
2025-10-17,Mess FB,Quảng Trị Province,44,1,
2025-10-17,Mess FB,Sóc Trăng Province,2422,10,
2025-10-17,Mess FB,Sơn La Province,561,7,
2025-10-17,Mess FB,Thanh Hóa Province,480,13,
2025-10-17,Mess FB,Thái Bình Province,3241,15,
2025-10-17,Mess FB,Thái Nguyên Province,312,10,
2025-10-17,Mess FB,Thừa Thiên–Huế Province,526,10,
2025-10-17,Mess FB,Tiền Giang Province,2207,11,
2025-10-17,Mess FB,Trà Vinh Province,414,4,
2025-10-17,Mess FB,Tây Ninh Province,1404,10,
2025-10-17,Mess FB,Vĩnh Long Province,288,8,
2025-10-17,Mess FB,Yên Bái Province,62,3,
2025-10-17,Mess FB,Đắk Lắk Province,4993,20,
2025-10-17,Mess FB,Đắk Nông Province,111,3,
2025-10-17,Mess FB,Đồng Nai Province,5388,39,
2025-10-17,Mess FB,Đồng Tháp Province,1833,9,
2025-10-17,Mess FB - 2,An Giang Province,2121,41,
2025-10-17,Mess FB - 2,Bà Rịa–Vũng Tàu Province,7641,27,
2025-10-17,Mess FB - 2,Bình Dương Province,8109,73,
2025-10-17,Mess FB - 2,Bình Phước Province,2408,33,
2025-10-17,Mess FB - 2,Bình Thuận Province,3035,37,
2025-10-17,Mess FB - 2,Bình Định Province,7087,24,
2025-10-17,Mess FB - 2,Bạc Liêu Province,1003,12,
