Week,Date,Campaign,AdSet,Ad,Indicator,ActionKey,AmountSpent,Results,CostPerResult,Impressions
,2025-11-12,Impression FB_041125,Distric focus_22-45_U,"ẨN TRÊN DA, HIỆN TRONG ÁNH NHÌN",reach,reach,112756,17821,"6327,14",18151
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Perfume,KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1370,0,,18
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_051125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,7147,0,,59
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Luxury Brand,SGI_V2_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 2,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,83641,3,"27880,33",714
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 3,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,76629,1,76629,578
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Perfume,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3191,0,,18
,2025-11-12,Visit IG_041125,Distric focus_22-45_U,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,profile_visit_view,profile_visit_view,164518,97,"1696,06",2660
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Luxury Brand,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,15480,0,,61
,2025-11-12,Mess FB_051125,ITR-2255-HCM-Perfume,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2244,0,,5
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,5703,0,,43
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V2_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,22,0,,1
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V3_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,55591,2,"27795,5",566
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V4_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1189,0,,20
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V6_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3953,0,,45
,2025-11-12,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V7_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2313,0,,49
,2025-11-13,Impression FB_041125,Distric focus_22-45_U,"ẨN TRÊN DA, HIỆN TRONG ÁNH NHÌN",reach,reach,108473,17292,"6273,02",17707
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,21101,0,,146
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Luxury Brand,SGI_V2_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 2,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,101658,3,33886,941
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 3,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,21780,0,,176
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V1_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 3,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,6359,0,,46
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Luxury Brand,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1601,0,,21
,2025-11-13,Visit IG_041125,Distric focus_22-45_U,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,profile_visit_view,profile_visit_view,151014,86,"1755,98",2485
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2135,0,,43
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1884,0,,19
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V2_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,54,0,,1
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V3_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,25564,0,,211
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V5_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2243,0,,24
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V8_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,878,0,,3
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,389,0,,7
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,331,0,,4
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1696,0,,25
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,5415,0,,80
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1180,0,,11
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,23441,0,,315
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,CRS_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,454,0,,8
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4514,0,,41
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,44655,3,14885,589
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,20258,0,,204
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V3_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,7502,0,,107
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,CRS_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,5553,0,,88
,2025-11-13,Mess FB_051125,ITR-2255-HCM-Perfume,"WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1323,0,,13
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,"SGI_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2759,0,,23
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,"SGI_V2_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4187,0,,46
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Perfume,"CRS_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,7045,0,,54
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"CRS_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2260,0,,24
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"SGI_V2_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1250,0,,25
,2025-11-13,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"SGI_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,137,0,,4
,2025-11-14,Impression FB_041125,Distric focus_22-45_U,"ẨN TRÊN DA, HIỆN TRONG ÁNH NHÌN",reach,reach,108750,17217,"6316,43",17217
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,33573,0,,265
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Luxury Brand,SGI_V2_071125_KHOẢNG LẶNG ẤM ÁP GIỮA THẾ GIỚI VỘI VÀNG - Copy 2,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,86099,0,,1027
,2025-11-14,Visit IG_041125,Distric focus_22-45_U,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,profile_visit_view,profile_visit_view,143627,68,"2112,16",2197
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Luxury Brand,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1384,0,,10
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,109,0,,1
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V4_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1978,0,,25
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V7_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,15276,0,,69
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V8_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,216,0,,2
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2754,0,,48
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2368,0,,45
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,8290,1,8290,68
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4930,0,,60
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,15301,1,15301,129
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,36,0,,2
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,407,0,,4
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,11069,0,,138
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1052,0,,12
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,69318,1,69318,1010
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4897,1,4897,61
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,7304,0,,85
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V3_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,442,0,,3
,2025-11-14,Mess FB_051125,ITR-2255-HCM-Perfume,"WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,99,0,,2
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,"SGI_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2853,0,,20
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Perfume,"SGI_V2_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,30193,0,,371
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"CRS_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,584,0,,7
,2025-11-14,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"SGI_V2_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,367,0,,6
,2025-11-15,Impression FB_041125,Distric focus_22-45_U,"ẨN TRÊN DA, HIỆN TRONG ÁNH NHÌN",reach,reach,111333,17629,"6315,33",17629
,2025-11-15,Visit IG_041125,Distric focus_22-45_U,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,profile_visit_view,profile_visit_view,143646,83,"1730,67",3068
,2025-11-15,Mess FB_051125,ITR-2255-HCM-Luxury Brand,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,86767,3,"28922,33",947
,2025-11-15,Mess FB_051125,ITR-2255-HCM-Perfume,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,7132,0,,40
,2025-11-15,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1392,0,,12
,2025-11-15,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4397,0,,37
,2025-11-15,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,50994,0,,640
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1543,0,,17
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,10398,0,,149
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,62597,1,62597,702
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Luxury Brand,SGI_V3_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,8715,0,,53
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Luxury Brand,CRS_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,6178,0,,34
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Perfume,"SGI_V2_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,42311,0,,313
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"CRS_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3473,0,,26
,2025-11-15,Mess IG_051125,ITR-2255-HCM-Luxury Brand,"SGI_V1_131125_WHITE CRUSH - TỪ SẠCH SẼ ĐẾN ẤM ÁP, SỰ LẤP LÁNH CỦA HƯƠNG THƠM - Copy",actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3045,0,,16
,2025-11-16,Impression FB_041125,Distric focus_22-45_U,"ẨN TRÊN DA, HIỆN TRONG ÁNH NHÌN",reach,reach,115340,19475,"5922,46",19753
,2025-11-16,Visit IG_041125,Distric focus_22-45_U,GOLD JUICE — MỘT CÚ HÍCH NHIỆT ĐỚI CHO NGÀY DÀI CÔNG SỞ,profile_visit_view,profile_visit_view,176558,104,"1697,67",3260
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Luxury Brand,MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,126920,1,126920,777
,2025-11-16,Mess IG_051125,ITR-2255-HCM-Perfume,CRS_V1_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,171,0,,3
,2025-11-16,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V7_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,225,0,,3
,2025-11-16,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V8_111125_MILK & MATCHA – TƯƠI TẮN VÀ TRẺ TRUNG MÀ KHÔNG CẦN CỐ,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,183,0,,2
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Perfume,DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,6572,0,,101
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK - Copy,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1877,0,,16
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V2_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,10920,0,,93
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V3_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,37365,1,37365,410
,2025-11-16,Mess FB_051125,ITR-2255-HCM-Perfume,SGI_V4_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,41536,0,,445
,2025-11-16,Mess IG_051125,ITR-2255-HCM-Perfume,SGI_V1_121125_DIRTY MILK — THIS IS NOT YOUR MORNING MILK,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,33990,0,,260
