Date,Campaign,ActionKey,Age,Gender,Spend,Impressions
2025-10-14,Impression FB,Unknown,18-24,female,14821,2652
2025-10-14,Impression FB,Unknown,18-24,male,30607,5453
2025-10-14,Impression FB,Unknown,18-24,unknown,1604,286
2025-10-14,Impression FB,Unknown,25-34,female,3284,594
2025-10-14,Impression FB,Unknown,25-34,male,15750,2834
2025-10-14,Impression FB,Unknown,25-34,unknown,488,88
2025-10-14,Impression FB,Unknown,35-44,female,5542,1002
2025-10-14,Impression FB,Unknown,35-44,male,30724,5549
2025-10-14,Impression FB,Unknown,35-44,unknown,256,46
2025-10-14,Visit IG,Unknown,18-24,female,40477,1085
2025-10-14,Visit IG,Unknown,18-24,male,29055,1039
2025-10-14,Visit IG,Unknown,18-24,unknown,1563,61
2025-10-14,Visit IG,Unknown,25-34,female,26009,587
2025-10-14,Visit IG,Unknown,25-34,male,28221,793
2025-10-14,Visit IG,Unknown,25-34,unknown,1019,31
2025-10-14,Visit IG,Unknown,25-34,female,8366,193
2025-10-14,Visit IG,Unknown,25-34,male,9486,304
2025-10-14,Visit IG,Unknown,25-34,unknown,436,10
2025-10-14,Visit IG,Unknown,35-44,female,6190,88
2025-10-14,Visit IG,Unknown,35-44,male,3440,106
2025-10-14,Visit IG,Unknown,35-44,unknown,40,4
2025-10-15,Impression FB,Unknown,18-24,female,9488,1631
2025-10-15,Impression FB,Unknown,18-24,male,21304,3641
2025-10-15,Impression FB,Unknown,18-24,unknown,1108,188
2025-10-15,Impression FB,Unknown,25-34,female,2083,363
2025-10-15,Impression FB,Unknown,25-34,male,9941,1698
2025-10-15,Impression FB,Unknown,25-34,unknown,320,56
2025-10-15,Impression FB,Unknown,35-44,female,2827,491
2025-10-15,Impression FB,Unknown,35-44,male,15645,2673
2025-10-15,Impression FB,Unknown,35-44,unknown,64,11
2025-10-15,Visit IG,Unknown,18-24,female,3138,158
2025-10-15,Visit IG,Unknown,18-24,male,2343,125
2025-10-15,Visit IG,Unknown,18-24,unknown,417,12
2025-10-15,Visit IG,Unknown,25-34,female,1972,56
2025-10-15,Visit IG,Unknown,25-34,male,2196,79
2025-10-15,Visit IG,Unknown,25-34,unknown,39,4
2025-10-15,Visit IG,Unknown,25-34,female,19663,732
2025-10-15,Visit IG,Unknown,25-34,male,21589,1086
2025-10-15,Visit IG,Unknown,25-34,unknown,714,34
2025-10-15,Visit IG,Unknown,35-44,female,11496,341
2025-10-15,Visit IG,Unknown,35-44,male,8223,409
2025-10-15,Visit IG,Unknown,35-44,unknown,166,13
2025-10-15,Mess IG,Unknown,18-24,female,9550,95
2025-10-15,Mess IG,Unknown,18-24,male,6129,98
2025-10-15,Mess IG,Unknown,18-24,unknown,352,6
2025-10-15,Mess IG,Unknown,25-34,female,5043,65
2025-10-15,Mess IG,Unknown,25-34,male,7120,87
2025-10-15,Mess IG,Unknown,25-34,unknown,72,2
2025-10-15,Mess IG,Unknown,35-44,female,669,8
2025-10-15,Mess IG,Unknown,35-44,male,465,8
2025-10-15,Mess IG,Unknown,45-54,female,23,1
2025-10-15,Mess IG,Unknown,45-54,male,47,1
2025-10-15,Mess IG,Unknown,65+,female,51,2
2025-10-15,Mess IG,Unknown,65+,male,639,3
2025-10-15,Mess IG,Unknown,18-24,female,894,10
2025-10-15,Mess IG,Unknown,18-24,male,398,2
2025-10-15,Mess IG,Unknown,18-24,unknown,31,1
2025-10-15,Mess IG,Unknown,25-34,female,119,3
2025-10-15,Mess IG,Unknown,25-34,male,33,2
2025-10-15,Mess IG,Unknown,35-44,female,90,1
2025-10-15,Mess IG,Unknown,18-24,female,271,2
2025-10-15,Mess IG,Unknown,18-24,female,11390,82
2025-10-15,Mess IG,Unknown,18-24,male,4138,46
2025-10-15,Mess IG,Unknown,18-24,unknown,439,5
2025-10-15,Mess IG,Unknown,25-34,female,6148,55
2025-10-15,Mess IG,Unknown,25-34,male,8002,93
2025-10-15,Mess IG,Unknown,25-34,unknown,87,2
2025-10-15,Mess IG,Unknown,35-44,female,734,8
2025-10-15,Mess IG,Unknown,35-44,male,639,10
2025-10-15,Mess IG,Unknown,45-54,male,384,1
2025-10-15,Mess IG,Unknown,65+,male,2947,2
2025-10-15,Mess IG,Unknown,18-24,female,1800,49
2025-10-15,Mess IG,Unknown,18-24,male,656,23
2025-10-15,Mess IG,Unknown,25-34,female,1663,20
2025-10-15,Mess IG,Unknown,25-34,male,1131,14
2025-10-15,Mess IG,Unknown,35-44,female,8,1
2025-10-15,Mess IG,Unknown,35-44,male,58,2
2025-10-15,Mess IG,Unknown,45-54,female,14,1
2025-10-15,Mess IG,Unknown,45-54,male,17,1
2025-10-15,Mess IG,Unknown,65+,female,9,1
2025-10-15,Mess IG,Unknown,18-24,female,3756,95
2025-10-15,Mess IG,Unknown,18-24,male,1885,41
2025-10-15,Mess IG,Unknown,18-24,unknown,47,3
2025-10-15,Mess IG,Unknown,25-34,female,2172,46
2025-10-15,Mess IG,Unknown,25-34,male,1499,26
2025-10-15,Mess IG,Unknown,25-34,unknown,59,2
2025-10-15,Mess IG,Unknown,35-44,female,514,5
2025-10-15,Mess IG,Unknown,35-44,male,310,3
2025-10-15,Mess IG,Unknown,45-54,male,50,1
2025-10-15,Mess IG,Unknown,18-24,female,8477,90
2025-10-15,Mess IG,Unknown,18-24,male,3896,51
2025-10-15,Mess IG,Unknown,18-24,unknown,155,2
2025-10-15,Mess IG,Unknown,25-34,female,5918,46
2025-10-15,Mess IG,Unknown,25-34,male,5926,64
2025-10-15,Mess IG,Unknown,25-34,unknown,164,3
2025-10-15,Mess IG,Unknown,35-44,female,2833,13
2025-10-15,Mess IG,Unknown,35-44,male,1979,6
2025-10-15,Mess IG,Unknown,45-54,female,155,2
2025-10-15,Mess IG,Unknown,45-54,male,441,2
2025-10-15,Mess IG,Unknown,55-64,male,262,1
2025-10-15,Mess IG,Unknown,65+,male,1308,1
2025-10-15,Mess IG,Unknown,18-24,female,3408,23
2025-10-15,Mess IG,Unknown,18-24,male,1989,19
2025-10-15,Mess IG,Unknown,25-34,female,601,10
2025-10-15,Mess IG,Unknown,25-34,male,4045,40
2025-10-15,Mess IG,Unknown,25-34,unknown,53,1
2025-10-15,Mess IG,Unknown,35-44,male,1783,7
2025-10-15,Mess IG,Unknown,45-54,male,36,1
2025-10-15,Mess IG,Unknown,65+,male,24,1
2025-10-15,Mess IG,Unknown,18-24,female,5071,65
2025-10-15,Mess IG,Unknown,18-24,male,5442,53
2025-10-15,Mess IG,Unknown,18-24,unknown,61,1
2025-10-15,Mess IG,Unknown,25-34,female,2546,32
2025-10-15,Mess IG,Unknown,25-34,male,8922,54
2025-10-15,Mess IG,Unknown,35-44,female,139,1
2025-10-15,Mess IG,Unknown,35-44,male,1308,11
2025-10-15,Mess IG,Unknown,45-54,male,448,1
2025-10-15,Mess IG,Unknown,55-64,male,178,1
2025-10-15,Mess IG,Unknown,18-24,female,1021,11
2025-10-15,Mess IG,Unknown,18-24,male,956,12
2025-10-15,Mess IG,Unknown,18-24,unknown,449,1
2025-10-15,Mess IG,Unknown,25-34,female,933,7
2025-10-15,Mess IG,Unknown,25-34,male,674,4
2025-10-15,Mess IG,Unknown,25-34,unknown,168,1
2025-10-15,Mess IG,Unknown,35-44,male,184,3
2025-10-15,Mess IG,Unknown,18-24,female,63,1
2025-10-15,Mess IG,Unknown,18-24,male,39,2
2025-10-15,Mess IG,Unknown,25-34,female,215,4
2025-10-15,Mess IG,Unknown,25-34,male,120,2
2025-10-15,Mess IG,Unknown,25-34,male,95,3
2025-10-15,Mess IG,Unknown,18-24,female,1105,1
2025-10-15,Mess IG,Unknown,18-24,male,14,1
2025-10-15,Mess IG,Unknown,25-34,female,434,2
2025-10-15,Mess IG,Unknown,25-34,male,82,2
2025-10-15,Mess FB,Unknown,18-24,female,122,5
2025-10-15,Mess FB,Unknown,18-24,male,118,7
2025-10-15,Mess FB,Unknown,25-34,female,1798,6
2025-10-15,Mess FB,Unknown,25-34,male,739,11
2025-10-15,Mess FB,Unknown,35-44,female,469,2
2025-10-15,Mess FB,Unknown,35-44,male,218,7
2025-10-15,Mess FB,Unknown,45-54,female,253,1
2025-10-15,Mess FB,Unknown,45-54,male,4,1
2025-10-15,Mess FB,Unknown,18-24,female,6815,11
2025-10-15,Mess FB,Unknown,18-24,male,494,5
2025-10-15,Mess FB,Unknown,25-34,female,3532,10
2025-10-15,Mess FB,Unknown,25-34,male,2181,10
2025-10-15,Mess FB,Unknown,35-44,female,3644,17
2025-10-15,Mess FB,Unknown,35-44,male,2605,8
2025-10-15,Mess FB,Unknown,45-54,female,239,1
2025-10-15,Mess FB,Unknown,45-54,male,82,1
2025-10-15,Mess FB,Unknown,65+,female,2,2
2025-10-15,Mess FB,Unknown,18-24,female,86,3
2025-10-15,Mess FB,Unknown,18-24,male,7353,15
2025-10-15,Mess FB,Unknown,18-24,unknown,352,1
2025-10-15,Mess FB,Unknown,25-34,female,4222,10
2025-10-15,Mess FB,Unknown,25-34,male,2463,12
2025-10-15,Mess FB,Unknown,35-44,female,711,6
2025-10-15,Mess FB,Unknown,35-44,male,562,7
2025-10-15,Mess FB,Unknown,45-54,female,29,1
2025-10-15,Mess FB,Unknown,45-54,male,518,1
2025-10-15,Mess FB,Unknown,45-54,unknown,123,1
2025-10-15,Mess FB,Unknown,55-64,female,1,1
2025-10-15,Mess FB,Unknown,55-64,male,237,1
2025-10-15,Mess FB,Unknown,65+,male,6,1
2025-10-15,Mess FB,Unknown,18-24,male,835,2
2025-10-15,Mess FB,Unknown,25-34,female,210,4
2025-10-15,Mess FB,Unknown,25-34,male,1084,5
2025-10-15,Mess FB,Unknown,35-44,female,291,2
2025-10-15,Mess FB,Unknown,35-44,male,835,3
2025-10-15,Mess FB,Unknown,45-54,male,111,1
2025-10-15,Mess FB,Unknown,55-64,unknown,45,1
2025-10-15,Mess FB,Unknown,18-24,female,10337,18
2025-10-15,Mess FB,Unknown,25-34,female,2623,10
2025-10-15,Mess FB,Unknown,25-34,male,1275,3
2025-10-15,Mess FB,Unknown,35-44,male,523,2
2025-10-15,Mess FB,Unknown,18-24,female,4983,30
2025-10-15,Mess FB,Unknown,18-24,male,2933,17
2025-10-15,Mess FB,Unknown,25-34,female,3108,25
2025-10-15,Mess FB,Unknown,25-34,male,13080,54
2025-10-15,Mess FB,Unknown,35-44,female,446,4
2025-10-15,Mess FB,Unknown,35-44,male,877,11
2025-10-15,Mess FB,Unknown,45-54,male,139,2
2025-10-15,Mess FB,Unknown,55-64,male,223,2
2025-10-15,Mess FB,Unknown,65+,male,317,1
2025-10-15,Mess FB,Unknown,18-24,female,7352,50
2025-10-15,Mess FB,Unknown,18-24,male,6597,39
2025-10-15,Mess FB,Unknown,18-24,unknown,124,2
2025-10-15,Mess FB,Unknown,25-34,female,7397,48
2025-10-15,Mess FB,Unknown,25-34,male,9540,99
2025-10-15,Mess FB,Unknown,25-34,unknown,191,2
2025-10-15,Mess FB,Unknown,35-44,female,6758,34
2025-10-15,Mess FB,Unknown,35-44,male,10734,64
2025-10-15,Mess FB,Unknown,45-54,female,2682,11
2025-10-15,Mess FB,Unknown,45-54,male,2970,15
2025-10-15,Mess FB,Unknown,55-64,female,2040,6
2025-10-15,Mess FB,Unknown,55-64,male,2933,15
2025-10-15,Mess FB,Unknown,65+,female,75,2
2025-10-15,Mess FB,Unknown,65+,male,43,1
2025-10-15,Mess FB,Unknown,18-24,female,1319,4
2025-10-15,Mess FB,Unknown,18-24,male,354,6
2025-10-15,Mess FB,Unknown,25-34,female,145,3
2025-10-15,Mess FB,Unknown,25-34,male,709,6
2025-10-15,Mess FB,Unknown,35-44,male,205,3
2025-10-15,Mess FB,Unknown,35-44,unknown,10,1
2025-10-15,Mess FB,Unknown,45-54,female,65,1
2025-10-15,Mess FB,Unknown,18-24,female,8086,43
2025-10-15,Mess FB,Unknown,18-24,male,12418,64
2025-10-15,Mess FB,Unknown,18-24,unknown,103,3
2025-10-15,Mess FB,Unknown,25-34,female,6193,40
2025-10-15,Mess FB,Unknown,25-34,male,6750,109
2025-10-15,Mess FB,Unknown,35-44,female,3152,9
2025-10-15,Mess FB,Unknown,35-44,male,4973,47
2025-10-15,Mess FB,Unknown,35-44,unknown,18,1
2025-10-15,Mess FB,Unknown,45-54,female,410,6
2025-10-15,Mess FB,Unknown,45-54,male,1932,13
2025-10-15,Mess FB,Unknown,55-64,female,181,1
2025-10-15,Mess FB,Unknown,55-64,male,1403,4
2025-10-15,Mess FB,Unknown,18-24,female,351,2
2025-10-15,Mess FB,Unknown,18-24,male,613,3
2025-10-15,Mess FB,Unknown,25-34,female,1770,5
2025-10-15,Mess FB,Unknown,25-34,male,476,6
2025-10-15,Mess FB,Unknown,35-44,female,94,1
2025-10-15,Mess FB,Unknown,35-44,male,264,4
2025-10-15,Mess FB,Unknown,45-54,female,233,2
2025-10-15,Mess FB,Unknown,18-24,female,810,5
2025-10-15,Mess FB,Unknown,18-24,male,395,5
2025-10-15,Mess FB,Unknown,18-24,unknown,20,1
2025-10-15,Mess FB,Unknown,25-34,female,547,5
2025-10-15,Mess FB,Unknown,25-34,male,1009,11
2025-10-15,Mess FB,Unknown,35-44,female,15,2
2025-10-15,Mess FB,Unknown,35-44,male,1089,2
2025-10-15,Mess FB,Unknown,45-54,male,126,1
2025-10-15,Mess FB,Unknown,65+,male,11,1
2025-10-15,Mess FB,Unknown,18-24,male,533,1
2025-10-15,Mess FB,Unknown,25-34,female,145,1
2025-10-15,Mess FB,Unknown,18-24,female,4274,23
2025-10-15,Mess FB,Unknown,18-24,male,11500,19
2025-10-15,Mess FB,Unknown,25-34,female,5353,42
2025-10-15,Mess FB,Unknown,25-34,male,5542,36
2025-10-15,Mess FB,Unknown,35-44,female,4647,22
2025-10-15,Mess FB,Unknown,35-44,male,4450,27
2025-10-15,Mess FB,Unknown,45-54,female,791,5
2025-10-15,Mess FB,Unknown,45-54,male,971,4
2025-10-15,Mess FB,Unknown,55-64,female,645,3
2025-10-15,Mess FB,Unknown,55-64,male,2081,5
2025-10-15,Mess FB,Unknown,65+,female,60,2
2025-10-15,Impression FB,Unknown,18-24,female,8428,2326
2025-10-15,Impression FB,Unknown,18-24,male,14991,4380
2025-10-15,Impression FB,Unknown,18-24,unknown,584,169
2025-10-15,Impression FB,Unknown,25-34,female,15581,4330
2025-10-15,Impression FB,Unknown,25-34,male,28124,8088
2025-10-15,Impression FB,Unknown,25-34,unknown,465,132
2025-10-15,Impression FB,Unknown,35-44,female,9497,2653
2025-10-15,Impression FB,Unknown,35-44,male,17310,4949
2025-10-15,Impression FB,Unknown,35-44,unknown,146,41
2025-10-15,Impression FB,Unknown,18-24,female,5,1
2025-10-15,Impression FB,Unknown,18-24,male,15,3
2025-10-15,Impression FB,Unknown,25-34,female,6,1
2025-10-15,Impression FB,Unknown,25-34,male,10,2
2025-10-15,Impression FB,Unknown,25-34,unknown,6,1
2025-10-15,Impression FB,Unknown,35-44,female,5,1
2025-10-15,Impression FB,Unknown,35-44,male,5,1
2025-10-15,Visit IG,Unknown,25-34,female,1987,48
2025-10-15,Visit IG,Unknown,25-34,male,1906,51
2025-10-15,Visit IG,Unknown,25-34,unknown,8,1
2025-10-15,Visit IG,Unknown,35-44,female,1281,24
2025-10-15,Visit IG,Unknown,35-44,male,196,11
2025-10-15,Visit IG,Unknown,35-44,unknown,8,1
2025-10-15,Visit IG,Unknown,25-34,female,2678,42
2025-10-15,Visit IG,Unknown,25-34,male,1248,33
2025-10-15,Visit IG,Unknown,25-34,unknown,36,1
2025-10-15,Visit IG,Unknown,35-44,female,850,16
2025-10-15,Visit IG,Unknown,35-44,male,436,14
2025-10-15,Visit IG,Unknown,35-44,unknown,37,1
2025-10-15,Visit IG,Unknown,25-34,female,1814,45
2025-10-15,Visit IG,Unknown,25-34,male,5333,146
2025-10-15,Visit IG,Unknown,25-34,unknown,53,3
2025-10-15,Visit IG,Unknown,35-44,female,1226,27
2025-10-15,Visit IG,Unknown,35-44,male,1590,50
2025-10-15,Visit IG,Unknown,35-44,unknown,7,1
2025-10-15,Visit IG,Unknown,25-34,female,4046,71
2025-10-15,Visit IG,Unknown,25-34,male,3444,57
2025-10-15,Visit IG,Unknown,25-34,unknown,99,2
2025-10-15,Visit IG,Unknown,35-44,female,975,27
2025-10-15,Visit IG,Unknown,35-44,male,1805,30
2025-10-16,Impression FB,Unknown,18-24,female,2596,474
2025-10-16,Impression FB,Unknown,18-24,male,5757,1054
2025-10-16,Impression FB,Unknown,18-24,unknown,368,68
2025-10-16,Impression FB,Unknown,25-34,female,586,106
2025-10-16,Impression FB,Unknown,25-34,male,2830,518
2025-10-16,Impression FB,Unknown,25-34,unknown,113,21
2025-10-16,Impression FB,Unknown,35-44,female,640,118
2025-10-16,Impression FB,Unknown,35-44,male,3990,733
2025-10-16,Impression FB,Unknown,35-44,unknown,48,9
2025-10-16,Visit IG,Unknown,18-24,female,13067,426
2025-10-16,Visit IG,Unknown,18-24,male,10783,574
2025-10-16,Visit IG,Unknown,18-24,unknown,728,36
2025-10-16,Visit IG,Unknown,25-34,female,10110,174
2025-10-16,Visit IG,Unknown,25-34,male,8791,342
2025-10-16,Visit IG,Unknown,25-34,unknown,401,18
2025-10-16,Visit IG,Unknown,25-34,female,362,15
2025-10-16,Visit IG,Unknown,25-34,male,874,49
2025-10-16,Visit IG,Unknown,35-44,female,265,12
2025-10-16,Visit IG,Unknown,35-44,male,1256,28
2025-10-16,Mess IG,Unknown,18-24,female,1717,21
2025-10-16,Mess IG,Unknown,18-24,male,1151,13
2025-10-16,Mess IG,Unknown,25-34,female,1317,16
2025-10-16,Mess IG,Unknown,25-34,male,2506,18
2025-10-16,Mess IG,Unknown,25-34,unknown,34,1
2025-10-16,Mess IG,Unknown,35-44,female,21,1
2025-10-16,Mess IG,Unknown,35-44,male,53,1
2025-10-16,Mess IG,Unknown,18-24,female,12123,124
2025-10-16,Mess IG,Unknown,18-24,male,5636,84
2025-10-16,Mess IG,Unknown,18-24,unknown,403,3
2025-10-16,Mess IG,Unknown,25-34,female,9835,76
2025-10-16,Mess IG,Unknown,25-34,male,13879,127
2025-10-16,Mess IG,Unknown,25-34,unknown,169,1
2025-10-16,Mess IG,Unknown,35-44,female,1044,9
2025-10-16,Mess IG,Unknown,35-44,male,1346,10
2025-10-16,Mess IG,Unknown,45-54,male,165,1
2025-10-16,Mess IG,Unknown,65+,female,20,1
2025-10-16,Mess IG,Unknown,65+,male,128,2
2025-10-16,Mess IG,Unknown,18-24,female,515,2
2025-10-16,Mess IG,Unknown,25-34,male,44,2
2025-10-16,Mess IG,Unknown,35-44,male,11,1
2025-10-16,Mess IG,Unknown,18-24,female,9653,103
2025-10-16,Mess IG,Unknown,18-24,male,6565,47
2025-10-16,Mess IG,Unknown,18-24,unknown,309,4
2025-10-16,Mess IG,Unknown,25-34,female,5735,60
2025-10-16,Mess IG,Unknown,25-34,male,6881,67
2025-10-16,Mess IG,Unknown,25-34,unknown,214,4
2025-10-16,Mess IG,Unknown,35-44,female,476,4
2025-10-16,Mess IG,Unknown,35-44,male,1111,12
2025-10-16,Mess IG,Unknown,18-24,female,1211,12
2025-10-16,Mess IG,Unknown,18-24,male,873,7
2025-10-16,Mess IG,Unknown,18-24,unknown,471,2
2025-10-16,Mess IG,Unknown,25-34,female,752,6
2025-10-16,Mess IG,Unknown,25-34,male,328,7
2025-10-16,Mess IG,Unknown,35-44,female,195,2
2025-10-16,Mess IG,Unknown,35-44,male,320,1
2025-10-16,Mess IG,Unknown,18-24,female,3846,62
2025-10-16,Mess IG,Unknown,18-24,male,2296,30
2025-10-16,Mess IG,Unknown,18-24,unknown,367,5
2025-10-16,Mess IG,Unknown,25-34,female,2747,40
2025-10-16,Mess IG,Unknown,25-34,male,2113,31
2025-10-16,Mess IG,Unknown,25-34,unknown,38,3
2025-10-16,Mess IG,Unknown,35-44,female,777,7
2025-10-16,Mess IG,Unknown,35-44,male,1868,6
2025-10-16,Mess IG,Unknown,45-54,female,45,1
2025-10-16,Mess IG,Unknown,55-64,male,378,1
2025-10-16,Mess IG,Unknown,65+,female,94,1
2025-10-16,Mess IG,Unknown,18-24,female,281,4
2025-10-16,Mess IG,Unknown,18-24,male,1065,3
2025-10-16,Mess IG,Unknown,25-34,female,40,1
2025-10-16,Mess IG,Unknown,25-34,male,736,4
2025-10-16,Mess IG,Unknown,18-24,female,5288,42
2025-10-16,Mess IG,Unknown,18-24,male,2388,21
2025-10-16,Mess IG,Unknown,18-24,unknown,290,3
2025-10-16,Mess IG,Unknown,25-34,female,3062,23
2025-10-16,Mess IG,Unknown,25-34,male,1760,30
2025-10-16,Mess IG,Unknown,25-34,unknown,56,1
2025-10-16,Mess IG,Unknown,35-44,female,360,2
2025-10-16,Mess IG,Unknown,35-44,male,16,1
2025-10-16,Mess IG,Unknown,45-54,female,168,3
2025-10-16,Mess IG,Unknown,65+,female,49,1
2025-10-16,Mess IG,Unknown,18-24,female,1480,18
2025-10-16,Mess IG,Unknown,18-24,male,505,11
2025-10-16,Mess IG,Unknown,25-34,female,2897,19
2025-10-16,Mess IG,Unknown,25-34,male,2874,29
2025-10-16,Mess IG,Unknown,35-44,female,145,3
2025-10-16,Mess IG,Unknown,35-44,male,375,4
2025-10-16,Mess IG,Unknown,45-54,male,16,1
2025-10-16,Mess IG,Unknown,18-24,female,1707,22
2025-10-16,Mess IG,Unknown,18-24,male,1204,13
2025-10-16,Mess IG,Unknown,25-34,female,1379,16
2025-10-16,Mess IG,Unknown,25-34,male,3058,28
2025-10-16,Mess IG,Unknown,35-44,female,1123,4
2025-10-16,Mess IG,Unknown,35-44,male,710,3
2025-10-16,Mess IG,Unknown,45-54,male,34,1
2025-10-16,Mess FB,Unknown,18-24,female,78,3
2025-10-16,Mess FB,Unknown,18-24,male,59,1
2025-10-16,Mess FB,Unknown,18-24,unknown,27,1
2025-10-16,Mess FB,Unknown,25-34,female,1489,4
2025-10-16,Mess FB,Unknown,25-34,male,254,4
2025-10-16,Mess FB,Unknown,35-44,male,530,4
2025-10-16,Mess FB,Unknown,45-54,female,15,1
2025-10-16,Mess FB,Unknown,45-54,male,54,1
2025-10-16,Mess FB,Unknown,65+,male,1085,1
2025-10-16,Mess FB,Unknown,18-24,female,4333,29
2025-10-16,Mess FB,Unknown,18-24,male,4067,14
2025-10-16,Mess FB,Unknown,25-34,female,2334,30
2025-10-16,Mess FB,Unknown,25-34,male,3343,28
2025-10-16,Mess FB,Unknown,35-44,female,879,9
2025-10-16,Mess FB,Unknown,35-44,male,1178,15
2025-10-16,Mess FB,Unknown,45-54,female,92,3
2025-10-16,Mess FB,Unknown,45-54,male,302,2
2025-10-16,Mess FB,Unknown,55-64,male,381,1
2025-10-16,Mess FB,Unknown,65+,male,144,1
2025-10-16,Mess FB,Unknown,18-24,female,5534,32
2025-10-16,Mess FB,Unknown,18-24,male,3908,35
2025-10-16,Mess FB,Unknown,18-24,unknown,32,3
2025-10-16,Mess FB,Unknown,25-34,female,7761,50
2025-10-16,Mess FB,Unknown,25-34,male,4297,45
2025-10-16,Mess FB,Unknown,25-34,unknown,2,1
2025-10-16,Mess FB,Unknown,35-44,female,2093,20
2025-10-16,Mess FB,Unknown,35-44,male,4805,35
2025-10-16,Mess FB,Unknown,35-44,unknown,353,2
2025-10-16,Mess FB,Unknown,45-54,female,309,4
2025-10-16,Mess FB,Unknown,45-54,male,377,2
2025-10-16,Mess FB,Unknown,55-64,female,70,2
2025-10-16,Mess FB,Unknown,55-64,male,698,3
2025-10-16,Mess FB,Unknown,65+,female,102,3
2025-10-16,Mess FB,Unknown,25-34,male,166,1
2025-10-16,Mess FB,Unknown,35-44,female,24,1
2025-10-16,Mess FB,Unknown,18-24,female,13042,71
2025-10-16,Mess FB,Unknown,18-24,male,8447,60
2025-10-16,Mess FB,Unknown,18-24,unknown,273,6
2025-10-16,Mess FB,Unknown,25-34,female,7325,80
2025-10-16,Mess FB,Unknown,25-34,male,15224,123
2025-10-16,Mess FB,Unknown,25-34,unknown,406,4
2025-10-16,Mess FB,Unknown,35-44,female,7923,57
2025-10-16,Mess FB,Unknown,35-44,male,14175,64
2025-10-16,Mess FB,Unknown,45-54,female,1111,10
2025-10-16,Mess FB,Unknown,45-54,male,5204,19
2025-10-16,Mess FB,Unknown,55-64,female,48,2
2025-10-16,Mess FB,Unknown,55-64,male,1236,10
2025-10-16,Mess FB,Unknown,65+,female,16,2
2025-10-16,Mess FB,Unknown,65+,male,63,1
2025-10-16,Mess FB,Unknown,18-24,female,2362,18
2025-10-16,Mess FB,Unknown,18-24,male,362,7
2025-10-16,Mess FB,Unknown,25-34,female,12001,33
2025-10-16,Mess FB,Unknown,25-34,male,2387,27
2025-10-16,Mess FB,Unknown,25-34,unknown,14,1
2025-10-16,Mess FB,Unknown,35-44,female,3124,13
2025-10-16,Mess FB,Unknown,35-44,male,2160,23
2025-10-16,Mess FB,Unknown,45-54,female,792,3
2025-10-16,Mess FB,Unknown,45-54,male,119,1
2025-10-16,Mess FB,Unknown,55-64,female,69,1
2025-10-16,Mess FB,Unknown,55-64,male,2811,6
2025-10-16,Mess FB,Unknown,65+,female,95,1
2025-10-16,Mess FB,Unknown,18-24,female,4387,17
2025-10-16,Mess FB,Unknown,18-24,male,10680,14
2025-10-16,Mess FB,Unknown,25-34,female,4452,24
2025-10-16,Mess FB,Unknown,25-34,male,3097,37
2025-10-16,Mess FB,Unknown,25-34,unknown,72,1
2025-10-16,Mess FB,Unknown,35-44,female,5407,6
2025-10-16,Mess FB,Unknown,35-44,male,3224,12
2025-10-16,Mess FB,Unknown,35-44,unknown,125,1
2025-10-16,Mess FB,Unknown,45-54,female,831,3
2025-10-16,Mess FB,Unknown,45-54,male,1032,5
2025-10-16,Mess FB,Unknown,55-64,male,2101,3
2025-10-16,Mess FB,Unknown,18-24,female,754,4
2025-10-16,Mess FB,Unknown,18-24,male,199,1
2025-10-16,Mess FB,Unknown,25-34,female,116,1
2025-10-16,Mess FB,Unknown,25-34,male,2,1
2025-10-16,Mess FB,Unknown,35-44,male,72,1
2025-10-16,Mess FB,Unknown,18-24,female,4975,10
2025-10-16,Mess FB,Unknown,18-24,unknown,7,1
2025-10-16,Mess FB,Unknown,25-34,female,353,11
2025-10-16,Mess FB,Unknown,25-34,male,1149,9
2025-10-16,Mess FB,Unknown,25-34,unknown,18,1
2025-10-16,Mess FB,Unknown,35-44,female,940,6
2025-10-16,Mess FB,Unknown,35-44,male,66,1
2025-10-16,Mess FB,Unknown,45-54,female,2664,2
2025-10-16,Mess FB,Unknown,18-24,female,290,8
2025-10-16,Mess FB,Unknown,18-24,male,99,1
2025-10-16,Mess FB,Unknown,25-34,female,337,5
2025-10-16,Mess FB,Unknown,25-34,male,211,6
2025-10-16,Mess FB,Unknown,35-44,female,247,3
2025-10-16,Mess FB,Unknown,35-44,male,118,1
2025-10-16,Mess FB,Unknown,55-64,male,400,1
2025-10-16,Mess FB,Unknown,65+,male,223,1
2025-10-16,Impression FB,Unknown,18-24,female,10573,1954
2025-10-16,Impression FB,Unknown,18-24,male,18068,3383
2025-10-16,Impression FB,Unknown,18-24,unknown,1306,242
2025-10-16,Impression FB,Unknown,25-34,female,4093,815
2025-10-16,Impression FB,Unknown,25-34,male,12479,2455
2025-10-16,Impression FB,Unknown,25-34,unknown,374,69
2025-10-16,Impression FB,Unknown,35-44,female,4254,817
2025-10-16,Impression FB,Unknown,35-44,male,13453,2589
2025-10-16,Impression FB,Unknown,35-44,unknown,178,33
2025-10-16,Visit IG,Unknown,25-34,female,393,10
2025-10-16,Visit IG,Unknown,25-34,male,78,4
2025-10-16,Visit IG,Unknown,35-44,female,183,5
2025-10-16,Visit IG,Unknown,35-44,male,8,1
